,r,fc
0,0.000,0.5895959595959598
0,0.001,0.7004040404040406
0,0.002,0.5904040404040405
0,0.003,0.8594949494949495
0,0.004,0.7804040404040404
0,0.005,0.6601010101010103
0,0.006,0.39000000000000007
0,0.007,0.44040404040404035
0,0.008,0.7095959595959594
0,0.009,0.6003030303030302
0,0.010,0.5091919191919193
0,0.011,0.0
0,0.012,0.9791919191919195
0,0.013,0.2701010101010102
0,0.014,0.0
0,0.015,0.6199999999999999
0,0.016,0.5203030303030305
0,0.017,0.0
0,0.018,0.3497979797979799
0,0.019,0.21979797979797977
0,0.020,0.0
0,0.021,0.2801010101010102
0,0.022,0.25979797979797975
0,0.023,0.17010101010101014
0,0.024,0.0
0,0.025,0.0
0,0.026,0.009999999999999998
0,0.027,0.47020202020202023
0,0.028,0.43000000000000005
0,0.029,0.12000000000000001
