,fc,fl
0,0.33,0.32
1,0.32,0.32
2,0.32,0.32
3,0.32,0.31
4,0.31,0.32
5,0.31,0.32
6,0.31,0.32
7,0.31,0.31
8,0.31,0.31
9,0.3,0.31
10,0.3,0.31
11,0.3,0.31
12,0.3,0.31
13,0.3,0.31
14,0.3,0.32
15,0.29,0.32
16,0.29,0.32
17,0.29,0.32
18,0.29,0.32
19,0.29,0.32
20,0.29,0.32
21,0.29,0.32
22,0.29,0.32
23,0.29,0.32
24,0.29,0.32
25,0.29,0.32
26,0.3,0.31
27,0.3,0.31
28,0.29,0.31
29,0.29,0.31
30,0.29,0.31
31,0.29,0.31
32,0.29,0.31
33,0.29,0.31
34,0.29,0.31
35,0.29,0.31
36,0.3,0.31
37,0.3,0.3
38,0.3,0.29
39,0.3,0.29
40,0.3,0.29
41,0.31,0.29
42,0.31,0.3
43,0.31,0.3
44,0.31,0.3
45,0.3,0.31
46,0.3,0.31
47,0.3,0.31
48,0.3,0.31
49,0.29,0.31
50,0.29,0.32
51,0.28,0.32
52,0.28,0.32
53,0.28,0.32
54,0.27,0.32
55,0.27,0.33
56,0.27,0.33
57,0.27,0.32
58,0.27,0.32
59,0.27,0.32
60,0.27,0.32
61,0.27,0.32
62,0.27,0.32
63,0.27,0.32
64,0.27,0.32
65,0.27,0.32
66,0.26,0.32
67,0.27,0.32
68,0.27,0.32
69,0.27,0.32
70,0.26,0.33
71,0.26,0.33
72,0.26,0.33
73,0.26,0.33
74,0.26,0.33
75,0.25,0.34
76,0.25,0.34
77,0.26,0.33
78,0.26,0.33
79,0.26,0.33
80,0.26,0.33
81,0.26,0.33
82,0.27,0.33
83,0.26,0.34
84,0.26,0.34
85,0.26,0.34
86,0.27,0.33
87,0.27,0.34
88,0.27,0.34
89,0.26,0.34
90,0.26,0.34
91,0.25,0.34
92,0.25,0.34
93,0.25,0.34
94,0.25,0.34
95,0.25,0.33
96,0.25,0.32
97,0.26,0.31
98,0.26,0.31
99,0.26,0.31
100,0.26,0.31
101,0.26,0.31
102,0.25,0.31
103,0.25,0.31
104,0.25,0.32
105,0.25,0.32
106,0.25,0.32
107,0.25,0.32
108,0.25,0.32
109,0.25,0.32
110,0.25,0.32
111,0.25,0.33
112,0.25,0.33
113,0.25,0.33
114,0.24,0.34
115,0.24,0.34
116,0.24,0.34
117,0.24,0.34
118,0.25,0.33
119,0.25,0.34
120,0.25,0.34
121,0.25,0.34
122,0.25,0.34
123,0.25,0.34
124,0.25,0.34
125,0.26,0.33
126,0.26,0.33
127,0.26,0.33
128,0.26,0.33
129,0.26,0.33
130,0.26,0.33
131,0.26,0.33
132,0.25,0.33
133,0.25,0.34
134,0.24,0.34
135,0.24,0.34
136,0.24,0.34
137,0.24,0.34
138,0.24,0.33
139,0.24,0.33
140,0.24,0.33
141,0.24,0.33
142,0.24,0.33
143,0.24,0.33
144,0.24,0.33
145,0.24,0.33
146,0.24,0.33
147,0.24,0.33
148,0.24,0.33
149,0.24,0.33
150,0.24,0.33
151,0.24,0.33
152,0.24,0.34
153,0.24,0.34
154,0.23,0.34
155,0.23,0.34
156,0.23,0.34
157,0.23,0.33
158,0.23,0.33
159,0.23,0.33
160,0.23,0.33
161,0.23,0.33
162,0.23,0.33
163,0.23,0.33
164,0.23,0.33
165,0.24,0.32
166,0.24,0.32
167,0.24,0.32
168,0.24,0.32
169,0.24,0.32
170,0.24,0.32
171,0.24,0.32
172,0.24,0.32
173,0.24,0.32
174,0.23,0.32
175,0.23,0.32
176,0.23,0.33
177,0.23,0.33
178,0.23,0.33
179,0.23,0.33
180,0.23,0.33
181,0.24,0.33
182,0.23,0.33
183,0.24,0.33
184,0.24,0.33
185,0.24,0.33
186,0.24,0.34
187,0.24,0.34
188,0.24,0.33
189,0.24,0.33
190,0.24,0.33
191,0.24,0.34
192,0.25,0.33
193,0.25,0.33
194,0.25,0.34
195,0.25,0.34
196,0.25,0.34
197,0.25,0.34
198,0.25,0.34
199,0.25,0.34
200,0.25,0.35
201,0.25,0.35
202,0.25,0.35
203,0.25,0.35
204,0.25,0.35
205,0.25,0.35
206,0.25,0.35
207,0.25,0.35
208,0.25,0.35
209,0.25,0.35
210,0.25,0.35
211,0.25,0.35
212,0.25,0.35
213,0.25,0.35
214,0.25,0.35
215,0.25,0.35
216,0.25,0.35
217,0.25,0.35
218,0.24,0.35
219,0.24,0.35
220,0.24,0.35
221,0.24,0.35
222,0.24,0.35
223,0.24,0.35
224,0.23,0.35
225,0.23,0.35
226,0.23,0.35
227,0.23,0.35
228,0.23,0.35
229,0.23,0.35
230,0.23,0.35
231,0.23,0.35
232,0.22,0.35
233,0.22,0.35
234,0.22,0.35
235,0.22,0.35
236,0.22,0.35
237,0.22,0.35
238,0.21,0.36
239,0.21,0.36
240,0.21,0.36
241,0.21,0.36
242,0.21,0.36
243,0.21,0.36
244,0.21,0.36
245,0.21,0.36
246,0.21,0.36
247,0.21,0.36
248,0.21,0.36
249,0.21,0.36
250,0.21,0.36
251,0.21,0.36
252,0.21,0.36
253,0.21,0.35
254,0.21,0.35
255,0.21,0.35
256,0.22,0.34
257,0.22,0.34
258,0.22,0.34
259,0.22,0.34
260,0.22,0.34
261,0.22,0.34
262,0.22,0.34
263,0.22,0.34
264,0.22,0.34
265,0.22,0.35
266,0.22,0.34
267,0.22,0.34
268,0.22,0.34
269,0.22,0.34
270,0.21,0.34
271,0.21,0.34
272,0.21,0.34
273,0.2,0.35
274,0.2,0.35
275,0.2,0.35
276,0.2,0.35
277,0.2,0.35
278,0.2,0.35
279,0.2,0.35
280,0.2,0.35
281,0.2,0.35
282,0.2,0.35
283,0.2,0.35
284,0.2,0.35
285,0.2,0.35
286,0.2,0.35
287,0.2,0.35
288,0.2,0.35
289,0.2,0.35
290,0.2,0.35
291,0.2,0.35
292,0.2,0.34
293,0.2,0.34
294,0.2,0.33
295,0.2,0.33
296,0.2,0.33
297,0.19,0.33
298,0.19,0.33
299,0.19,0.33
300,0.18,0.33
301,0.17,0.33
302,0.17,0.33
303,0.17,0.33
304,0.17,0.33
305,0.17,0.32
306,0.17,0.32
307,0.17,0.32
308,0.17,0.33
309,0.17,0.33
310,0.17,0.33
311,0.17,0.33
312,0.16,0.33
313,0.16,0.33
314,0.15,0.33
315,0.15,0.33
316,0.15,0.33
317,0.15,0.33
318,0.15,0.33
319,0.15,0.33
320,0.15,0.33
321,0.15,0.33
322,0.16,0.32
323,0.16,0.32
324,0.16,0.32
325,0.16,0.32
326,0.16,0.32
327,0.16,0.32
328,0.17,0.31
329,0.17,0.31
330,0.18,0.3
331,0.18,0.3
332,0.18,0.3
333,0.18,0.29
334,0.18,0.29
335,0.18,0.29
336,0.18,0.29
337,0.18,0.29
338,0.18,0.29
339,0.19,0.28
340,0.19,0.28
341,0.19,0.28
342,0.19,0.28
343,0.19,0.28
344,0.19,0.28
345,0.19,0.28
346,0.19,0.28
347,0.2,0.27
348,0.2,0.27
349,0.2,0.28
350,0.2,0.28
351,0.2,0.28
352,0.21,0.28
353,0.21,0.28
354,0.21,0.28
355,0.21,0.28
356,0.21,0.28
357,0.21,0.28
358,0.21,0.28
359,0.21,0.28
360,0.21,0.28
361,0.22,0.27
362,0.22,0.27
363,0.22,0.27
364,0.22,0.27
365,0.22,0.27
366,0.22,0.27
367,0.22,0.27
368,0.22,0.27
369,0.22,0.27
370,0.22,0.27
371,0.22,0.27
372,0.22,0.27
373,0.22,0.27
374,0.22,0.27
375,0.21,0.27
376,0.21,0.27
377,0.21,0.27
378,0.21,0.27
379,0.21,0.27
380,0.21,0.27
381,0.21,0.27
382,0.21,0.27
383,0.21,0.27
384,0.21,0.28
385,0.21,0.28
386,0.21,0.28
387,0.21,0.28
388,0.21,0.28
389,0.21,0.28
390,0.21,0.28
391,0.21,0.28
392,0.21,0.28
393,0.21,0.28
394,0.21,0.28
395,0.21,0.28
396,0.21,0.28
397,0.21,0.28
398,0.21,0.28
399,0.21,0.28
400,0.21,0.28
401,0.21,0.28
402,0.21,0.28
403,0.21,0.28
404,0.21,0.27
405,0.21,0.27
406,0.2,0.27
407,0.2,0.27
408,0.2,0.27
409,0.2,0.27
410,0.2,0.27
411,0.2,0.27
412,0.2,0.27
413,0.2,0.27
414,0.2,0.27
415,0.2,0.27
416,0.2,0.27
417,0.2,0.27
418,0.2,0.26
419,0.2,0.26
420,0.2,0.26
421,0.2,0.26
422,0.2,0.26
423,0.2,0.26
424,0.2,0.26
425,0.2,0.26
426,0.2,0.27
427,0.2,0.27
428,0.2,0.27
429,0.2,0.27
430,0.19,0.27
431,0.19,0.27
432,0.19,0.27
433,0.19,0.27
434,0.19,0.27
435,0.19,0.27
436,0.19,0.27
437,0.19,0.27
438,0.19,0.27
439,0.18,0.27
440,0.18,0.27
441,0.18,0.26
442,0.18,0.26
443,0.18,0.26
444,0.18,0.26
445,0.18,0.26
446,0.18,0.26
447,0.18,0.26
448,0.18,0.26
449,0.18,0.26
450,0.18,0.26
451,0.18,0.26
452,0.18,0.26
453,0.18,0.26
454,0.18,0.26
455,0.18,0.26
456,0.18,0.26
457,0.18,0.26
458,0.19,0.25
459,0.19,0.25
460,0.19,0.25
461,0.19,0.25
462,0.19,0.25
463,0.19,0.25
464,0.19,0.25
465,0.19,0.25
466,0.19,0.25
467,0.19,0.25
468,0.19,0.25
469,0.19,0.25
470,0.2,0.24
471,0.2,0.24
472,0.2,0.24
473,0.2,0.24
474,0.2,0.24
475,0.2,0.24
476,0.2,0.24
477,0.2,0.24
478,0.2,0.24
479,0.2,0.24
480,0.2,0.24
481,0.2,0.24
482,0.2,0.24
483,0.2,0.24
484,0.2,0.24
485,0.2,0.25
486,0.2,0.25
487,0.2,0.25
488,0.2,0.25
489,0.2,0.25
490,0.2,0.25
491,0.2,0.25
492,0.2,0.25
493,0.2,0.25
494,0.2,0.25
495,0.2,0.25
496,0.2,0.25
497,0.2,0.26
498,0.2,0.26
499,0.2,0.26
500,0.2,0.26
501,0.2,0.25
502,0.2,0.25
503,0.2,0.25
504,0.2,0.25
505,0.2,0.25
506,0.2,0.25
507,0.2,0.25
508,0.2,0.25
509,0.2,0.25
510,0.2,0.25
511,0.2,0.24
512,0.2,0.25
513,0.2,0.25
514,0.2,0.25
515,0.2,0.25
516,0.2,0.25
517,0.19,0.26
518,0.19,0.26
519,0.19,0.26
520,0.19,0.26
521,0.19,0.26
522,0.19,0.26
523,0.19,0.26
524,0.18,0.26
525,0.18,0.26
526,0.17,0.26
527,0.17,0.26
528,0.17,0.26
529,0.17,0.26
530,0.17,0.26
531,0.17,0.26
532,0.17,0.26
533,0.17,0.25
534,0.17,0.26
535,0.17,0.26
536,0.17,0.27
537,0.17,0.27
538,0.17,0.27
539,0.17,0.27
540,0.17,0.28
541,0.17,0.29
542,0.16,0.29
543,0.16,0.29
544,0.16,0.29
545,0.16,0.29
546,0.16,0.29
547,0.16,0.29
548,0.16,0.29
549,0.16,0.29
550,0.16,0.29
551,0.16,0.29
552,0.16,0.3
553,0.16,0.3
554,0.16,0.3
555,0.16,0.3
556,0.16,0.31
557,0.15,0.31
558,0.15,0.31
559,0.16,0.3
560,0.16,0.31
561,0.16,0.31
562,0.16,0.31
563,0.16,0.31
564,0.16,0.31
565,0.16,0.31
566,0.16,0.31
567,0.16,0.31
568,0.16,0.31
569,0.16,0.31
570,0.16,0.31
571,0.16,0.31
572,0.16,0.31
573,0.16,0.3
574,0.16,0.3
575,0.16,0.3
576,0.16,0.3
577,0.16,0.3
578,0.16,0.3
579,0.16,0.3
580,0.16,0.3
581,0.16,0.3
582,0.17,0.29
583,0.17,0.29
584,0.17,0.3
585,0.17,0.29
586,0.17,0.29
587,0.17,0.29
588,0.17,0.29
589,0.17,0.29
590,0.17,0.3
591,0.17,0.3
592,0.17,0.3
593,0.17,0.3
594,0.17,0.3
595,0.18,0.29
596,0.18,0.29
597,0.18,0.29
598,0.18,0.29
599,0.18,0.29
600,0.18,0.29
601,0.18,0.29
602,0.18,0.29
603,0.18,0.29
604,0.18,0.29
605,0.18,0.3
606,0.18,0.3
607,0.18,0.31
608,0.18,0.31
609,0.18,0.31
610,0.18,0.31
611,0.18,0.31
612,0.18,0.31
613,0.18,0.3
614,0.18,0.3
615,0.18,0.3
616,0.18,0.3
617,0.18,0.3
618,0.18,0.3
619,0.18,0.3
620,0.18,0.3
621,0.18,0.3
622,0.18,0.3
623,0.18,0.3
624,0.18,0.3
625,0.18,0.3
626,0.18,0.3
627,0.18,0.29
628,0.19,0.29
629,0.19,0.29
630,0.19,0.29
631,0.19,0.29
632,0.19,0.29
633,0.19,0.29
634,0.19,0.29
635,0.19,0.29
636,0.19,0.29
637,0.19,0.29
638,0.19,0.29
639,0.19,0.29
640,0.19,0.29
641,0.19,0.29
642,0.19,0.29
643,0.19,0.29
644,0.19,0.29
645,0.19,0.29
646,0.19,0.29
647,0.19,0.29
648,0.19,0.29
649,0.19,0.29
650,0.19,0.29
651,0.19,0.29
652,0.19,0.3
653,0.19,0.3
654,0.19,0.3
655,0.19,0.31
656,0.19,0.31
657,0.19,0.3
658,0.19,0.3
659,0.19,0.3
660,0.19,0.3
661,0.19,0.3
662,0.19,0.3
663,0.19,0.3
664,0.19,0.3
665,0.19,0.3
666,0.19,0.3
667,0.19,0.3
668,0.19,0.3
669,0.19,0.3
670,0.19,0.31
671,0.19,0.32
672,0.19,0.32
673,0.19,0.32
674,0.19,0.32
675,0.19,0.32
676,0.19,0.32
677,0.19,0.32
678,0.19,0.32
679,0.19,0.32
680,0.19,0.32
681,0.19,0.31
682,0.19,0.31
683,0.19,0.31
684,0.19,0.31
685,0.19,0.31
686,0.18,0.31
687,0.18,0.32
688,0.18,0.32
689,0.18,0.32
690,0.18,0.32
691,0.18,0.32
692,0.18,0.33
693,0.18,0.34
694,0.18,0.34
695,0.18,0.34
696,0.18,0.34
697,0.18,0.33
698,0.18,0.33
699,0.18,0.33
700,0.18,0.33
701,0.18,0.33
702,0.18,0.32
703,0.18,0.32
704,0.18,0.32
705,0.18,0.32
706,0.18,0.32
707,0.18,0.32
708,0.18,0.32
709,0.18,0.33
710,0.18,0.34
711,0.18,0.34
712,0.18,0.34
713,0.18,0.34
714,0.18,0.34
715,0.18,0.34
716,0.18,0.34
717,0.18,0.34
718,0.18,0.34
719,0.18,0.35
720,0.18,0.35
721,0.18,0.35
722,0.18,0.35
723,0.18,0.35
724,0.18,0.35
725,0.18,0.35
726,0.18,0.35
727,0.18,0.35
728,0.18,0.34
729,0.18,0.34
730,0.18,0.34
731,0.18,0.34
732,0.18,0.34
733,0.18,0.34
734,0.18,0.34
735,0.18,0.34
736,0.18,0.34
737,0.18,0.34
738,0.18,0.34
739,0.18,0.33
740,0.18,0.33
741,0.18,0.33
742,0.18,0.33
743,0.18,0.33
744,0.18,0.33
745,0.18,0.33
746,0.18,0.33
747,0.17,0.33
748,0.17,0.33
749,0.17,0.33
750,0.18,0.33
