,fc,fl
0,0.33,0.31
1,0.33,0.31
2,0.33,0.3
3,0.33,0.3
4,0.33,0.3
5,0.33,0.3
6,0.33,0.3
7,0.33,0.29
8,0.33,0.29
9,0.32,0.3
10,0.32,0.3
11,0.32,0.3
12,0.32,0.29
13,0.32,0.29
14,0.32,0.29
15,0.32,0.29
16,0.32,0.29
17,0.32,0.29
18,0.32,0.29
19,0.31,0.29
20,0.31,0.29
21,0.31,0.28
22,0.31,0.29
23,0.31,0.29
24,0.31,0.29
25,0.32,0.28
26,0.31,0.28
27,0.31,0.28
28,0.31,0.28
29,0.31,0.28
30,0.31,0.28
31,0.3,0.29
32,0.3,0.29
33,0.3,0.29
34,0.3,0.29
35,0.3,0.3
36,0.29,0.31
37,0.28,0.32
38,0.28,0.32
39,0.28,0.32
40,0.28,0.32
41,0.28,0.32
42,0.28,0.32
43,0.28,0.32
44,0.28,0.32
45,0.28,0.33
46,0.28,0.32
47,0.28,0.32
48,0.28,0.32
49,0.28,0.32
50,0.28,0.33
51,0.28,0.33
52,0.28,0.33
53,0.27,0.33
54,0.26,0.34
55,0.26,0.34
56,0.26,0.34
57,0.26,0.34
58,0.26,0.34
59,0.27,0.33
60,0.27,0.33
61,0.27,0.33
62,0.27,0.33
63,0.27,0.33
64,0.27,0.33
65,0.27,0.34
66,0.27,0.33
67,0.27,0.34
68,0.27,0.34
69,0.26,0.34
70,0.26,0.34
71,0.26,0.34
72,0.26,0.34
73,0.26,0.34
74,0.26,0.34
75,0.26,0.33
76,0.26,0.33
77,0.26,0.33
78,0.26,0.33
79,0.26,0.33
80,0.26,0.33
81,0.26,0.33
82,0.26,0.32
83,0.26,0.32
84,0.26,0.32
85,0.26,0.32
86,0.26,0.32
87,0.25,0.32
88,0.24,0.32
89,0.24,0.31
90,0.23,0.31
91,0.23,0.31
92,0.24,0.3
93,0.24,0.29
94,0.24,0.29
95,0.24,0.29
96,0.24,0.29
97,0.24,0.28
98,0.24,0.28
99,0.23,0.29
100,0.23,0.29
101,0.23,0.29
102,0.23,0.3
103,0.23,0.3
104,0.23,0.3
105,0.23,0.3
106,0.23,0.3
107,0.23,0.3
108,0.23,0.3
109,0.23,0.3
110,0.23,0.3
111,0.23,0.29
112,0.23,0.29
113,0.22,0.29
114,0.22,0.29
115,0.22,0.29
116,0.21,0.29
117,0.21,0.29
118,0.21,0.29
119,0.21,0.29
120,0.21,0.29
121,0.21,0.28
122,0.21,0.28
123,0.21,0.28
124,0.21,0.28
125,0.21,0.28
126,0.22,0.28
127,0.22,0.29
128,0.22,0.3
129,0.22,0.31
130,0.22,0.31
131,0.22,0.31
132,0.22,0.31
133,0.22,0.31
134,0.22,0.31
135,0.22,0.3
136,0.22,0.3
137,0.22,0.3
138,0.22,0.29
139,0.22,0.29
140,0.22,0.29
141,0.22,0.29
142,0.22,0.28
143,0.22,0.28
144,0.22,0.28
145,0.22,0.28
146,0.22,0.28
147,0.22,0.28
148,0.21,0.28
149,0.21,0.28
150,0.21,0.29
151,0.21,0.29
152,0.22,0.28
153,0.22,0.28
154,0.22,0.28
155,0.22,0.29
156,0.22,0.29
157,0.22,0.29
158,0.22,0.3
159,0.22,0.3
160,0.22,0.3
161,0.22,0.3
162,0.22,0.29
163,0.22,0.29
164,0.21,0.3
165,0.21,0.3
166,0.21,0.3
167,0.21,0.3
168,0.21,0.3
169,0.21,0.3
170,0.2,0.3
171,0.2,0.3
172,0.2,0.3
173,0.2,0.3
174,0.2,0.3
175,0.2,0.3
176,0.2,0.3
177,0.2,0.3
178,0.2,0.3
179,0.21,0.29
180,0.21,0.29
181,0.21,0.3
182,0.21,0.3
183,0.21,0.3
184,0.21,0.3
185,0.21,0.3
186,0.21,0.31
187,0.21,0.31
188,0.21,0.31
189,0.21,0.31
190,0.21,0.3
191,0.21,0.3
192,0.22,0.3
193,0.22,0.3
194,0.22,0.3
195,0.21,0.31
196,0.21,0.32
197,0.21,0.32
198,0.21,0.32
199,0.21,0.32
200,0.21,0.32
201,0.21,0.32
202,0.21,0.32
203,0.21,0.32
204,0.21,0.32
205,0.21,0.32
206,0.21,0.32
207,0.21,0.32
208,0.21,0.32
209,0.21,0.32
210,0.21,0.32
211,0.21,0.31
212,0.22,0.3
213,0.22,0.3
214,0.22,0.29
215,0.22,0.29
216,0.22,0.28
217,0.22,0.27
218,0.22,0.27
219,0.22,0.26
220,0.22,0.26
221,0.22,0.26
222,0.22,0.26
223,0.21,0.26
224,0.21,0.26
225,0.21,0.26
226,0.21,0.26
227,0.21,0.26
228,0.21,0.26
229,0.21,0.26
230,0.21,0.26
231,0.21,0.26
232,0.21,0.26
233,0.21,0.27
234,0.2,0.27
235,0.2,0.27
236,0.2,0.27
237,0.2,0.27
238,0.2,0.26
239,0.2,0.26
240,0.2,0.27
241,0.2,0.27
242,0.2,0.27
243,0.2,0.27
244,0.2,0.27
245,0.2,0.27
246,0.2,0.27
247,0.2,0.27
248,0.2,0.27
249,0.2,0.27
250,0.2,0.27
251,0.2,0.27
252,0.2,0.27
253,0.2,0.27
254,0.2,0.27
255,0.2,0.27
