,r,t,fc
0,0.1000,1811.0,0.04
0,0.1000,1812.0,0.04
0,0.1000,1813.0,0.04
0,0.1000,1814.0,0.04
0,0.1000,1815.0,0.04
0,0.1000,1816.0,0.04
0,0.1000,1817.0,0.04
0,0.1000,1818.0,0.04
0,0.1000,1819.0,0.04
0,0.1000,1820.0,0.04
0,0.1000,1821.0,0.04
0,0.1000,1822.0,0.04
0,0.1000,1823.0,0.04
0,0.1000,1824.0,0.04
0,0.1000,1825.0,0.04
0,0.1000,1826.0,0.04
0,0.1000,1827.0,0.04
0,0.1000,1828.0,0.04
0,0.1000,1829.0,0.04
0,0.1000,1830.0,0.04
0,0.1000,1831.0,0.04
0,0.1000,1832.0,0.04
0,0.1000,1833.0,0.04
0,0.1000,1834.0,0.04
0,0.1000,1835.0,0.04
0,0.1000,1836.0,0.04
0,0.1000,1837.0,0.04
0,0.1000,1838.0,0.04
0,0.1000,1839.0,0.04
0,0.1000,1840.0,0.04
0,0.1000,1841.0,0.05
0,0.1000,1842.0,0.06
0,0.1000,1843.0,0.06
0,0.1000,1844.0,0.06
0,0.1000,1845.0,0.06
0,0.1000,1846.0,0.06
0,0.1000,1847.0,0.06
0,0.1000,1848.0,0.06
0,0.1000,1849.0,0.06
0,0.1000,1850.0,0.06
0,0.1000,1851.0,0.06
0,0.1000,1852.0,0.06
0,0.1000,1853.0,0.06
0,0.1000,1854.0,0.06
0,0.1000,1855.0,0.06
0,0.1000,1856.0,0.06
0,0.1000,1857.0,0.07
0,0.1000,1858.0,0.06
0,0.1000,1859.0,0.06
0,0.1000,1860.0,0.06
0,0.1000,1861.0,0.06
0,0.1000,1862.0,0.06
0,0.1000,1863.0,0.06
0,0.1000,1864.0,0.06
0,0.1000,1865.0,0.06
0,0.1000,1866.0,0.06
0,0.1000,1867.0,0.06
0,0.1000,1868.0,0.06
0,0.1000,1869.0,0.05
0,0.1000,1870.0,0.05
0,0.1000,1871.0,0.05
0,0.1000,1872.0,0.06
0,0.1000,1873.0,0.06
0,0.1000,1874.0,0.06
0,0.1000,1875.0,0.06
0,0.1000,1876.0,0.06
0,0.1000,1877.0,0.06
0,0.1000,1878.0,0.06
0,0.1000,1879.0,0.06
0,0.1000,1880.0,0.06
0,0.1000,1881.0,0.06
0,0.1000,1882.0,0.06
0,0.1000,1883.0,0.06
0,0.1000,1884.0,0.06
0,0.1000,1885.0,0.06
0,0.1000,1886.0,0.06
0,0.1000,1887.0,0.06
0,0.1000,1888.0,0.06
0,0.1000,1889.0,0.06
0,0.1000,1890.0,0.06
0,0.1000,1891.0,0.06
0,0.1000,1892.0,0.06
0,0.1000,1893.0,0.06
0,0.1000,1894.0,0.06
0,0.1000,1895.0,0.06
0,0.1000,1896.0,0.06
0,0.1000,1897.0,0.06
0,0.1000,1898.0,0.06
0,0.1000,1899.0,0.06
0,0.1000,1900.0,0.06
0,0.1000,1901.0,0.06
0,0.1000,1902.0,0.06
0,0.1000,1903.0,0.06
0,0.1000,1904.0,0.06
0,0.1000,1905.0,0.06
0,0.1000,1906.0,0.06
0,0.1000,1907.0,0.06
0,0.1000,1908.0,0.06
0,0.1000,1909.0,0.06
0,0.1000,1910.0,0.06
0,0.1000,1911.0,0.06
0,0.1000,1912.0,0.06
0,0.1000,1913.0,0.06
0,0.1000,1914.0,0.06
0,0.1000,1915.0,0.06
0,0.1000,1916.0,0.06
0,0.1000,1917.0,0.05
0,0.1000,1918.0,0.05
0,0.1000,1919.0,0.05
0,0.1000,1920.0,0.05
0,0.1000,1921.0,0.05
0,0.1000,1922.0,0.05
0,0.1000,1923.0,0.06
0,0.1000,1924.0,0.06
0,0.1000,1925.0,0.06
0,0.1000,1926.0,0.06
0,0.1000,1927.0,0.06
0,0.1000,1928.0,0.06
0,0.1000,1929.0,0.06
0,0.1000,1930.0,0.06
0,0.1000,1931.0,0.06
0,0.1000,1932.0,0.05
0,0.1000,1933.0,0.05
0,0.1000,1934.0,0.05
0,0.1000,1935.0,0.05
0,0.1000,1936.0,0.05
0,0.1000,1937.0,0.05
0,0.1000,1938.0,0.05
0,0.1000,1939.0,0.05
0,0.1000,1940.0,0.05
0,0.1000,1941.0,0.05
0,0.1000,1942.0,0.05
0,0.1000,1943.0,0.05
0,0.1000,1944.0,0.05
0,0.1000,1945.0,0.05
0,0.1000,1946.0,0.05
0,0.1000,1947.0,0.05
0,0.1000,1948.0,0.05
0,0.1000,1949.0,0.05
0,0.1000,1950.0,0.05
0,0.1000,1951.0,0.04
0,0.1000,1952.0,0.04
0,0.1000,1953.0,0.04
0,0.1000,1954.0,0.04
0,0.1000,1955.0,0.04
0,0.1000,1956.0,0.03
0,0.1000,1957.0,0.03
0,0.1000,1958.0,0.03
0,0.1000,1959.0,0.03
0,0.1000,1960.0,0.03
0,0.1000,1961.0,0.03
0,0.1000,1962.0,0.03
0,0.1000,1963.0,0.03
0,0.1000,1964.0,0.03
0,0.1000,1965.0,0.03
0,0.1000,1966.0,0.03
0,0.1000,1967.0,0.03
0,0.1000,1968.0,0.03
0,0.1000,1969.0,0.03
0,0.1000,1970.0,0.03
0,0.1000,1971.0,0.03
0,0.1000,1972.0,0.03
0,0.1000,1973.0,0.03
0,0.1000,1974.0,0.03
0,0.1000,1975.0,0.03
0,0.1000,1976.0,0.03
0,0.1000,1977.0,0.03
0,0.1000,1978.0,0.03
0,0.1000,1979.0,0.03
0,0.1000,1980.0,0.03
0,0.1000,1981.0,0.03
0,0.1000,1982.0,0.03
0,0.1000,1983.0,0.03
0,0.1000,1984.0,0.03
0,0.1000,1985.0,0.03
0,0.1000,1986.0,0.03
0,0.1000,1987.0,0.03
0,0.1000,1988.0,0.03
0,0.1000,1989.0,0.03
0,0.1000,1990.0,0.03
0,0.1000,1991.0,0.03
0,0.1000,1992.0,0.03
0,0.1000,1993.0,0.03
0,0.1000,1994.0,0.03
0,0.1000,1995.0,0.03
0,0.1000,1996.0,0.03
0,0.1000,1997.0,0.03
0,0.1000,1998.0,0.03
0,0.1000,1999.0,0.03
0,0.1000,2000.0,0.03
0,0.1000,2001.0,0.03
0,0.1000,2002.0,0.03
0,0.1000,2003.0,0.03
0,0.1000,2004.0,0.03
0,0.1000,2005.0,0.03
0,0.1000,2006.0,0.03
0,0.1000,2007.0,0.03
0,0.1000,2008.0,0.03
0,0.1000,2009.0,0.03
0,0.1000,2010.0,0.03
0,0.1000,2011.0,0.03
0,0.1000,2012.0,0.03
0,0.1000,2013.0,0.03
0,0.1000,2014.0,0.03
0,0.1000,2015.0,0.03
0,0.1000,2016.0,0.03
0,0.1000,2017.0,0.03
0,0.1000,2018.0,0.03
0,0.1000,2019.0,0.03
0,0.1000,2020.0,0.03
0,0.1000,2021.0,0.03
0,0.1000,2022.0,0.03
0,0.1000,2023.0,0.03
0,0.1000,2024.0,0.03
0,0.1000,2025.0,0.03
0,0.1000,2026.0,0.03
0,0.1000,2027.0,0.03
0,0.1000,2028.0,0.03
0,0.1000,2029.0,0.03
0,0.1000,2030.0,0.03
0,0.1000,2031.0,0.03
0,0.1000,2032.0,0.03
0,0.1000,2033.0,0.03
0,0.1000,2034.0,0.03
0,0.1000,2035.0,0.03
0,0.1000,2036.0,0.03
0,0.1000,2037.0,0.03
0,0.1000,2038.0,0.03
0,0.1000,2039.0,0.03
0,0.1000,2040.0,0.03
0,0.1000,2041.0,0.03
0,0.1000,2042.0,0.03
0,0.1000,2043.0,0.03
0,0.1000,2044.0,0.03
0,0.1000,2045.0,0.03
0,0.1000,2046.0,0.03
0,0.1000,2047.0,0.03
0,0.1000,2048.0,0.03
0,0.1000,2049.0,0.03
0,0.1000,2050.0,0.03
0,0.1000,2051.0,0.03
0,0.1000,2052.0,0.03
0,0.1000,2053.0,0.03
0,0.1000,2054.0,0.03
0,0.1000,2055.0,0.03
0,0.1000,2056.0,0.03
0,0.1000,2057.0,0.03
0,0.1000,2058.0,0.03
0,0.1000,2059.0,0.03
0,0.1000,2060.0,0.03
0,0.1000,2061.0,0.03
0,0.1000,2062.0,0.03
0,0.1000,2063.0,0.03
0,0.1000,2064.0,0.04
0,0.1000,2065.0,0.04
0,0.1000,2066.0,0.04
0,0.1000,2067.0,0.04
0,0.1000,2068.0,0.04
0,0.1000,2069.0,0.04
0,0.1000,2070.0,0.04
0,0.1000,2071.0,0.04
0,0.1000,2072.0,0.04
0,0.1000,2073.0,0.04
0,0.1000,2074.0,0.04
0,0.1000,2075.0,0.04
0,0.1000,2076.0,0.04
0,0.1000,2077.0,0.04
0,0.1000,2078.0,0.05
0,0.1000,2079.0,0.06
0,0.1000,2080.0,0.06
0,0.1000,2081.0,0.05
0,0.1000,2082.0,0.05
0,0.1000,2083.0,0.05
0,0.1000,2084.0,0.05
0,0.1000,2085.0,0.05
0,0.1000,2086.0,0.05
0,0.1000,2087.0,0.05
0,0.1000,2088.0,0.05
0,0.1000,2089.0,0.05
0,0.1000,2090.0,0.05
0,0.1000,2091.0,0.05
0,0.1000,2092.0,0.05
0,0.1000,2093.0,0.05
0,0.1000,2094.0,0.05
0,0.1000,2095.0,0.05
0,0.1000,2096.0,0.05
0,0.1000,2097.0,0.05
0,0.1000,2098.0,0.05
0,0.1000,2099.0,0.05
0,0.1000,2100.0,0.05
0,0.1000,2101.0,0.05
0,0.1000,2102.0,0.05
0,0.1000,2103.0,0.05
0,0.1000,2104.0,0.05
0,0.1000,2105.0,0.05
0,0.1000,2106.0,0.05
0,0.1000,2107.0,0.05
0,0.1000,2108.0,0.05
0,0.1000,2109.0,0.05
0,0.1000,2110.0,0.05
0,0.1000,2111.0,0.05
0,0.1000,2112.0,0.05
0,0.1000,2113.0,0.05
0,0.1000,2114.0,0.05
0,0.1000,2115.0,0.05
0,0.1000,2116.0,0.05
0,0.1000,2117.0,0.05
0,0.1000,2118.0,0.05
0,0.1000,2119.0,0.05
0,0.1000,2120.0,0.05
0,0.1000,2121.0,0.05
0,0.1000,2122.0,0.05
0,0.1000,2123.0,0.05
0,0.1000,2124.0,0.05
0,0.1000,2125.0,0.04
0,0.1000,2126.0,0.04
0,0.1000,2127.0,0.04
0,0.1000,2128.0,0.04
0,0.1000,2129.0,0.03
0,0.1000,2130.0,0.03
0,0.1000,2131.0,0.03
0,0.1000,2132.0,0.03
0,0.1000,2133.0,0.03
0,0.1000,2134.0,0.03
0,0.1000,2135.0,0.03
0,0.1000,2136.0,0.03
0,0.1000,2137.0,0.03
0,0.1000,2138.0,0.03
0,0.1000,2139.0,0.03
0,0.1000,2140.0,0.03
0,0.1000,2141.0,0.03
0,0.1000,2142.0,0.03
0,0.1000,2143.0,0.04
0,0.1000,2144.0,0.04
0,0.1000,2145.0,0.04
0,0.1000,2146.0,0.04
0,0.1000,2147.0,0.04
0,0.1000,2148.0,0.04
0,0.1000,2149.0,0.04
0,0.1000,2150.0,0.04
0,0.1000,2151.0,0.04
0,0.1000,2152.0,0.04
0,0.1000,2153.0,0.04
0,0.1000,2154.0,0.04
0,0.1000,2155.0,0.04
0,0.1000,2156.0,0.04
0,0.1000,2157.0,0.04
0,0.1000,2158.0,0.04
0,0.1000,2159.0,0.04
0,0.1000,2160.0,0.04
0,0.1000,2161.0,0.04
0,0.1000,2162.0,0.04
0,0.1000,2163.0,0.04
0,0.1000,2164.0,0.04
0,0.1000,2165.0,0.04
0,0.1000,2166.0,0.04
0,0.1000,2167.0,0.04
0,0.1000,2168.0,0.04
0,0.1000,2169.0,0.04
0,0.1000,2170.0,0.04
0,0.1000,2171.0,0.04
0,0.1000,2172.0,0.04
0,0.1000,2173.0,0.04
0,0.1000,2174.0,0.04
0,0.1000,2175.0,0.04
0,0.1000,2176.0,0.04
0,0.1000,2177.0,0.04
0,0.1000,2178.0,0.04
0,0.1000,2179.0,0.04
0,0.1000,2180.0,0.04
0,0.1000,2181.0,0.04
0,0.1000,2182.0,0.04
0,0.1000,2183.0,0.04
0,0.1000,2184.0,0.04
0,0.1000,2185.0,0.04
0,0.1000,2186.0,0.04
0,0.1000,2187.0,0.04
0,0.1000,2188.0,0.04
0,0.1000,2189.0,0.04
0,0.1000,2190.0,0.04
0,0.1000,2191.0,0.04
0,0.1000,2192.0,0.04
0,0.1000,2193.0,0.04
0,0.1000,2194.0,0.04
0,0.1000,2195.0,0.04
0,0.1000,2196.0,0.04
0,0.1000,2197.0,0.03
0,0.1000,2198.0,0.03
0,0.1000,2199.0,0.03
0,0.1000,2200.0,0.03
0,0.1000,2201.0,0.03
0,0.1000,2202.0,0.03
0,0.1000,2203.0,0.03
0,0.1000,2204.0,0.03
0,0.1000,2205.0,0.03
0,0.1000,2206.0,0.03
0,0.1000,2207.0,0.03
0,0.1000,2208.0,0.03
0,0.1000,2209.0,0.03
0,0.1000,2210.0,0.03
0,0.1000,2211.0,0.03
0,0.1000,2212.0,0.03
0,0.1000,2213.0,0.03
0,0.1000,2214.0,0.03
0,0.1000,2215.0,0.03
0,0.1000,2216.0,0.03
0,0.1000,2217.0,0.03
0,0.1000,2218.0,0.03
0,0.1000,2219.0,0.03
0,0.1000,2220.0,0.03
0,0.1000,2221.0,0.03
0,0.1000,2222.0,0.03
0,0.1000,2223.0,0.03
0,0.1000,2224.0,0.03
0,0.1000,2225.0,0.03
0,0.1000,2226.0,0.03
0,0.1000,2227.0,0.03
0,0.1000,2228.0,0.03
0,0.1000,2229.0,0.03
0,0.1000,2230.0,0.03
0,0.1000,2231.0,0.03
0,0.1000,2232.0,0.03
0,0.1000,2233.0,0.03
0,0.1000,2234.0,0.03
0,0.1000,2235.0,0.03
0,0.1000,2236.0,0.03
0,0.1000,2237.0,0.03
0,0.1000,2238.0,0.03
0,0.1000,2239.0,0.03
0,0.1000,2240.0,0.03
0,0.1000,2241.0,0.03
0,0.1000,2242.0,0.03
0,0.1000,2243.0,0.03
0,0.1000,2244.0,0.03
0,0.1000,2245.0,0.03
0,0.1000,2246.0,0.03
0,0.1000,2247.0,0.03
0,0.1000,2248.0,0.03
0,0.1000,2249.0,0.03
0,0.1000,2250.0,0.03
0,0.1000,2251.0,0.03
0,0.1000,2252.0,0.03
0,0.1000,2253.0,0.03
0,0.1000,2254.0,0.03
0,0.1000,2255.0,0.03
0,0.1000,2256.0,0.03
0,0.1000,2257.0,0.03
0,0.1000,2258.0,0.03
0,0.1000,2259.0,0.03
0,0.1000,2260.0,0.03
0,0.1000,2261.0,0.03
0,0.1000,2262.0,0.03
0,0.1000,2263.0,0.03
0,0.1000,2264.0,0.03
0,0.1000,2265.0,0.03
0,0.1000,2266.0,0.03
0,0.1000,2267.0,0.03
0,0.1000,2268.0,0.03
0,0.1000,2269.0,0.03
0,0.1000,2270.0,0.03
0,0.1000,2271.0,0.03
0,0.1000,2272.0,0.03
0,0.1000,2273.0,0.03
0,0.1000,2274.0,0.03
0,0.1000,2275.0,0.03
0,0.1000,2276.0,0.03
0,0.1000,2277.0,0.03
0,0.1000,2278.0,0.03
0,0.1000,2279.0,0.03
0,0.1000,2280.0,0.03
0,0.1000,2281.0,0.03
0,0.1000,2282.0,0.03
0,0.1000,2283.0,0.03
0,0.1000,2284.0,0.03
0,0.1000,2285.0,0.03
0,0.1000,2286.0,0.03
0,0.1000,2287.0,0.03
0,0.1000,2288.0,0.03
0,0.1000,2289.0,0.03
0,0.1000,2290.0,0.03
0,0.1000,2291.0,0.03
0,0.1000,2292.0,0.03
0,0.1000,2293.0,0.03
0,0.1000,2294.0,0.03
0,0.1000,2295.0,0.03
0,0.1000,2296.0,0.03
0,0.1000,2297.0,0.03
0,0.1000,2298.0,0.03
0,0.1000,2299.0,0.03
0,0.1000,2300.0,0.03
0,0.1000,2301.0,0.03
0,0.1000,2302.0,0.03
0,0.1000,2303.0,0.03
0,0.1000,2304.0,0.03
0,0.1000,2305.0,0.03
0,0.1000,2306.0,0.03
0,0.1000,2307.0,0.03
0,0.1000,2308.0,0.03
0,0.1000,2309.0,0.03
0,0.1000,2310.0,0.03
0,0.1000,2311.0,0.03
0,0.1000,2312.0,0.03
0,0.1000,2313.0,0.03
0,0.1000,2314.0,0.03
0,0.1000,2315.0,0.03
0,0.1000,2316.0,0.03
0,0.1000,2317.0,0.03
0,0.1000,2318.0,0.03
0,0.1000,2319.0,0.03
0,0.1000,2320.0,0.03
0,0.1000,2321.0,0.03
0,0.1000,2322.0,0.03
0,0.1000,2323.0,0.03
0,0.1000,2324.0,0.03
0,0.1000,2325.0,0.03
0,0.1000,2326.0,0.03
0,0.1000,2327.0,0.03
0,0.1000,2328.0,0.03
0,0.1000,2329.0,0.03
0,0.1000,2330.0,0.03
0,0.1000,2331.0,0.03
0,0.1000,2332.0,0.03
0,0.1000,2333.0,0.03
0,0.1000,2334.0,0.03
0,0.1000,2335.0,0.03
0,0.1000,2336.0,0.03
0,0.1000,2337.0,0.03
0,0.1000,2338.0,0.03
0,0.1000,2339.0,0.03
0,0.1000,2340.0,0.03
0,0.1000,2341.0,0.03
0,0.1000,2342.0,0.03
0,0.1000,2343.0,0.03
0,0.1000,2344.0,0.03
0,0.1000,2345.0,0.03
0,0.1000,2346.0,0.03
0,0.1000,2347.0,0.03
0,0.1000,2348.0,0.03
0,0.1000,2349.0,0.03
0,0.1000,2350.0,0.02
0,0.1000,2351.0,0.02
0,0.1000,2352.0,0.02
0,0.1000,2353.0,0.02
0,0.1000,2354.0,0.02
0,0.1000,2355.0,0.02
0,0.1000,2356.0,0.02
0,0.1000,2357.0,0.02
0,0.1000,2358.0,0.02
0,0.1000,2359.0,0.02
0,0.1000,2360.0,0.02
0,0.1000,2361.0,0.02
0,0.1000,2362.0,0.02
0,0.1000,2363.0,0.02
0,0.1000,2364.0,0.02
0,0.1000,2365.0,0.02
0,0.1000,2366.0,0.02
0,0.1000,2367.0,0.02
0,0.1000,2368.0,0.02
0,0.1000,2369.0,0.01
0,0.1000,2370.0,0.01
0,0.1000,2371.0,0.01
0,0.1000,2372.0,0.01
0,0.1000,2373.0,0.01
0,0.1000,2374.0,0.01
0,0.1000,2375.0,0.01
0,0.1000,2376.0,0.01
0,0.1000,2377.0,0.01
0,0.1000,2378.0,0.01
0,0.1000,2379.0,0.01
0,0.1000,2380.0,0.01
0,0.1000,2381.0,0.01
0,0.1000,2382.0,0.01
0,0.1000,2383.0,0.01
0,0.1000,2384.0,0.01
0,0.1000,2385.0,0.01
0,0.1000,2386.0,0.01
0,0.1000,2387.0,0.01
0,0.1000,2388.0,0.01
0,0.1000,2389.0,0.01
0,0.1000,2390.0,0.01
0,0.1000,2391.0,0.01
0,0.1000,2392.0,0.01
0,0.1000,2393.0,0.01
0,0.1000,2394.0,0.01
0,0.1000,2395.0,0.01
0,0.1000,2396.0,0.01
0,0.1000,2397.0,0.01
0,0.1000,2398.0,0.01
0,0.1000,2399.0,0.01
0,0.1000,2400.0,0.01
0,0.1000,2401.0,0.01
0,0.1000,2402.0,0.01
0,0.1000,2403.0,0.01
0,0.1000,2404.0,0.01
0,0.1000,2405.0,0.01
0,0.1000,2406.0,0.01
0,0.1000,2407.0,0.01
0,0.1000,2408.0,0.01
0,0.1000,2409.0,0.01
0,0.1000,2410.0,0.01
0,0.1000,2411.0,0.01
0,0.1000,2412.0,0.02
0,0.1000,2413.0,0.02
0,0.1000,2414.0,0.02
0,0.1000,2415.0,0.02
0,0.1000,2416.0,0.02
0,0.1000,2417.0,0.02
0,0.1000,2418.0,0.02
0,0.1000,2419.0,0.02
0,0.1000,2420.0,0.02
0,0.1000,2421.0,0.02
0,0.1000,2422.0,0.02
0,0.1000,2423.0,0.02
0,0.1000,2424.0,0.02
0,0.1000,2425.0,0.02
0,0.1000,2426.0,0.02
0,0.1000,2427.0,0.02
0,0.1000,2428.0,0.02
0,0.1000,2429.0,0.02
0,0.1000,2430.0,0.02
0,0.1000,2431.0,0.02
0,0.1000,2432.0,0.02
0,0.1000,2433.0,0.02
0,0.1000,2434.0,0.02
0,0.1000,2435.0,0.02
0,0.1000,2436.0,0.02
0,0.1000,2437.0,0.02
0,0.1000,2438.0,0.02
0,0.1000,2439.0,0.02
0,0.1000,2440.0,0.01
0,0.1000,2441.0,0.01
0,0.1000,2442.0,0.01
0,0.1000,2443.0,0.01
0,0.1000,2444.0,0.01
0,0.1000,2445.0,0.01
0,0.1000,2446.0,0.01
0,0.1000,2447.0,0.01
0,0.1000,2448.0,0.01
0,0.1000,2449.0,0.01
0,0.1000,2450.0,0.01
0,0.1000,2451.0,0.01
0,0.1000,2452.0,0.01
0,0.1000,2453.0,0.01
0,0.1000,2454.0,0.01
0,0.1000,2455.0,0.01
0,0.1000,2456.0,0.01
0,0.1000,2457.0,0.01
0,0.1000,2458.0,0.01
0,0.1000,2459.0,0.01
0,0.1000,2460.0,0.01
0,0.1000,2461.0,0.01
0,0.1000,2462.0,0.01
0,0.1000,2463.0,0.01
0,0.1000,2464.0,0.01
0,0.1000,2465.0,0.01
0,0.1000,2466.0,0.01
0,0.1000,2467.0,0.01
0,0.1000,2468.0,0.01
0,0.1000,2469.0,0.01
0,0.1000,2470.0,0.01
0,0.1000,2471.0,0.01
0,0.1000,2472.0,0.01
0,0.1000,2473.0,0.01
0,0.1000,2474.0,0.01
0,0.1000,2475.0,0.01
0,0.1000,2476.0,0.01
0,0.1000,2477.0,0.01
0,0.1000,2478.0,0.01
0,0.1000,2479.0,0.01
0,0.1000,2480.0,0.01
0,0.1000,2481.0,0.01
0,0.1000,2482.0,0.01
0,0.1000,2483.0,0.01
0,0.1000,2484.0,0.01
0,0.1000,2485.0,0.01
0,0.1000,2486.0,0.01
0,0.1000,2487.0,0.01
0,0.1000,2488.0,0.01
0,0.1000,2489.0,0.01
0,0.1000,2490.0,0.01
0,0.1000,2491.0,0.01
0,0.1000,2492.0,0.01
0,0.1000,2493.0,0.01
0,0.1000,2494.0,0.01
0,0.1000,2495.0,0.01
0,0.1000,2496.0,0.01
0,0.1000,2497.0,0.02
0,0.1000,2498.0,0.02
0,0.1000,2499.0,0.02
0,0.1000,2500.0,0.02
0,0.1000,2501.0,0.02
0,0.1000,2502.0,0.02
0,0.1000,2503.0,0.02
0,0.1000,2504.0,0.02
0,0.1000,2505.0,0.02
0,0.1000,2506.0,0.02
0,0.1000,2507.0,0.02
0,0.1000,2508.0,0.02
0,0.1000,2509.0,0.02
0,0.1000,2510.0,0.02
0,0.1000,2511.0,0.02
0,0.1000,2512.0,0.02
0,0.1000,2513.0,0.02
0,0.1000,2514.0,0.02
0,0.1000,2515.0,0.02
0,0.1000,2516.0,0.02
0,0.1000,2517.0,0.02
0,0.1000,2518.0,0.02
0,0.1000,2519.0,0.02
0,0.1000,2520.0,0.02
0,0.1000,2521.0,0.02
0,0.1000,2522.0,0.02
0,0.1000,2523.0,0.02
0,0.1000,2524.0,0.02
0,0.1000,2525.0,0.02
0,0.1000,2526.0,0.02
0,0.1000,2527.0,0.02
0,0.1000,2528.0,0.02
0,0.1000,2529.0,0.02
0,0.1000,2530.0,0.02
0,0.1000,2531.0,0.02
0,0.1000,2532.0,0.02
0,0.1000,2533.0,0.02
0,0.1000,2534.0,0.02
0,0.1000,2535.0,0.02
0,0.1000,2536.0,0.02
0,0.1000,2537.0,0.02
0,0.1000,2538.0,0.02
0,0.1000,2539.0,0.02
0,0.1000,2540.0,0.02
0,0.1000,2541.0,0.02
0,0.1000,2542.0,0.02
0,0.1000,2543.0,0.02
0,0.1000,2544.0,0.02
0,0.1000,2545.0,0.02
0,0.1000,2546.0,0.02
0,0.1000,2547.0,0.02
0,0.1000,2548.0,0.02
0,0.1000,2549.0,0.02
0,0.1000,2550.0,0.02
0,0.1000,2551.0,0.02
0,0.1000,2552.0,0.02
0,0.1000,2553.0,0.02
0,0.1000,2554.0,0.02
0,0.1000,2555.0,0.02
0,0.1000,2556.0,0.02
0,0.1000,2557.0,0.02
0,0.1000,2558.0,0.02
0,0.1000,2559.0,0.02
0,0.1000,2560.0,0.02
0,0.1000,2561.0,0.02
0,0.1000,2562.0,0.02
0,0.1000,2563.0,0.02
0,0.1000,2564.0,0.02
0,0.1000,2565.0,0.02
0,0.1000,2566.0,0.02
0,0.1000,2567.0,0.02
0,0.1000,2568.0,0.02
0,0.1000,2569.0,0.02
0,0.1000,2570.0,0.02
0,0.1000,2571.0,0.02
0,0.1000,2572.0,0.02
0,0.1000,2573.0,0.02
0,0.1000,2574.0,0.02
0,0.1000,2575.0,0.02
0,0.1000,2576.0,0.02
0,0.1000,2577.0,0.02
0,0.1000,2578.0,0.02
0,0.1000,2579.0,0.02
0,0.1000,2580.0,0.02
0,0.1000,2581.0,0.02
0,0.1000,2582.0,0.02
0,0.1000,2583.0,0.02
0,0.1000,2584.0,0.02
0,0.1000,2585.0,0.02
0,0.1000,2586.0,0.02
0,0.1000,2587.0,0.02
0,0.1000,2588.0,0.02
0,0.1000,2589.0,0.02
0,0.1000,2590.0,0.02
0,0.1000,2591.0,0.02
0,0.1000,2592.0,0.02
0,0.1000,2593.0,0.02
0,0.1000,2594.0,0.02
0,0.1000,2595.0,0.02
0,0.1000,2596.0,0.02
0,0.1000,2597.0,0.02
0,0.1000,2598.0,0.02
0,0.1000,2599.0,0.02
0,0.1000,2600.0,0.02
0,0.1000,2601.0,0.02
0,0.1000,2602.0,0.02
0,0.1000,2603.0,0.02
0,0.1000,2604.0,0.03
0,0.1000,2605.0,0.03
0,0.1000,2606.0,0.03
0,0.1000,2607.0,0.03
0,0.1000,2608.0,0.03
0,0.1000,2609.0,0.03
0,0.1000,2610.0,0.03
0,0.1000,2611.0,0.03
0,0.1000,2612.0,0.03
0,0.1000,2613.0,0.04
0,0.1000,2614.0,0.04
0,0.1000,2615.0,0.04
0,0.1000,2616.0,0.04
0,0.1000,2617.0,0.04
0,0.1000,2618.0,0.04
0,0.1000,2619.0,0.04
0,0.1000,2620.0,0.04
0,0.1000,2621.0,0.04
0,0.1000,2622.0,0.04
0,0.1000,2623.0,0.04
0,0.1000,2624.0,0.04
0,0.1000,2625.0,0.04
0,0.1000,2626.0,0.04
0,0.1000,2627.0,0.03
0,0.1000,2628.0,0.03
0,0.1000,2629.0,0.03
0,0.1000,2630.0,0.03
0,0.1000,2631.0,0.03
0,0.1000,2632.0,0.02
0,0.1000,2633.0,0.02
0,0.1000,2634.0,0.02
0,0.1000,2635.0,0.02
0,0.1000,2636.0,0.02
0,0.1000,2637.0,0.02
0,0.1000,2638.0,0.02
0,0.1000,2639.0,0.02
0,0.1000,2640.0,0.02
0,0.1000,2641.0,0.02
0,0.1000,2642.0,0.02
0,0.1000,2643.0,0.02
0,0.1000,2644.0,0.02
0,0.1000,2645.0,0.02
0,0.1000,2646.0,0.02
0,0.1000,2647.0,0.02
0,0.1000,2648.0,0.02
0,0.1000,2649.0,0.02
0,0.1000,2650.0,0.02
0,0.1000,2651.0,0.02
0,0.1000,2652.0,0.02
0,0.1000,2653.0,0.02
0,0.1000,2654.0,0.02
0,0.1000,2655.0,0.02
0,0.1000,2656.0,0.02
0,0.1000,2657.0,0.02
0,0.1000,2658.0,0.02
0,0.1000,2659.0,0.02
0,0.1000,2660.0,0.02
0,0.1000,2661.0,0.02
0,0.1000,2662.0,0.02
0,0.1000,2663.0,0.02
0,0.1000,2664.0,0.02
0,0.1000,2665.0,0.02
0,0.1000,2666.0,0.02
0,0.1000,2667.0,0.02
0,0.1000,2668.0,0.02
0,0.1000,2669.0,0.02
0,0.1000,2670.0,0.02
0,0.1000,2671.0,0.02
0,0.1000,2672.0,0.02
0,0.1000,2673.0,0.02
0,0.1000,2674.0,0.02
0,0.1000,2675.0,0.02
0,0.1000,2676.0,0.02
0,0.1000,2677.0,0.02
0,0.1000,2678.0,0.02
0,0.1000,2679.0,0.02
0,0.1000,2680.0,0.02
0,0.1000,2681.0,0.02
0,0.1000,2682.0,0.02
0,0.1000,2683.0,0.02
0,0.1000,2684.0,0.02
