,r,t,fc
0,0.9000,10059.0,0.2
0,0.9000,10060.0,0.2
0,0.9000,10061.0,0.2
0,0.9000,10062.0,0.21
0,0.9000,10063.0,0.21
0,0.9000,10064.0,0.21
0,0.9000,10065.0,0.21
0,0.9000,10066.0,0.2
0,0.9000,10067.0,0.2
0,0.9000,10068.0,0.2
0,0.9000,10069.0,0.2
0,0.9000,10070.0,0.2
0,0.9000,10071.0,0.2
0,0.9000,10072.0,0.2
0,0.9000,10073.0,0.2
0,0.9000,10074.0,0.21
0,0.9000,10075.0,0.21
0,0.9000,10076.0,0.21
0,0.9000,10077.0,0.21
0,0.9000,10078.0,0.21
0,0.9000,10079.0,0.21
0,0.9000,10080.0,0.21
0,0.9000,10081.0,0.22
0,0.9000,10082.0,0.22
0,0.9000,10083.0,0.23
0,0.9000,10084.0,0.22
0,0.9000,10085.0,0.22
0,0.9000,10086.0,0.22
0,0.9000,10087.0,0.23
0,0.9000,10088.0,0.23
0,0.9000,10089.0,0.22
0,0.9000,10090.0,0.22
0,0.9000,10091.0,0.21
0,0.9000,10092.0,0.21
0,0.9000,10093.0,0.21
0,0.9000,10094.0,0.2
0,0.9000,10095.0,0.2
0,0.9000,10096.0,0.2
0,0.9000,10097.0,0.2
0,0.9000,10098.0,0.2
0,0.9000,10099.0,0.2
0,0.9000,10100.0,0.2
0,0.9000,10101.0,0.19
0,0.9000,10102.0,0.19
0,0.9000,10103.0,0.19
0,0.9000,10104.0,0.19
0,0.9000,10105.0,0.19
0,0.9000,10106.0,0.19
0,0.9000,10107.0,0.19
0,0.9000,10108.0,0.19
0,0.9000,10109.0,0.19
0,0.9000,10110.0,0.19
0,0.9000,10111.0,0.19
0,0.9000,10112.0,0.19
0,0.9000,10113.0,0.19
0,0.9000,10114.0,0.19
0,0.9000,10115.0,0.19
0,0.9000,10116.0,0.2
0,0.9000,10117.0,0.2
0,0.9000,10118.0,0.2
0,0.9000,10119.0,0.2
0,0.9000,10120.0,0.2
0,0.9000,10121.0,0.2
0,0.9000,10122.0,0.2
0,0.9000,10123.0,0.2
0,0.9000,10124.0,0.2
0,0.9000,10125.0,0.2
0,0.9000,10126.0,0.2
0,0.9000,10127.0,0.2
0,0.9000,10128.0,0.2
0,0.9000,10129.0,0.2
0,0.9000,10130.0,0.2
0,0.9000,10131.0,0.2
0,0.9000,10132.0,0.2
0,0.9000,10133.0,0.2
0,0.9000,10134.0,0.2
0,0.9000,10135.0,0.2
0,0.9000,10136.0,0.2
0,0.9000,10137.0,0.2
0,0.9000,10138.0,0.2
0,0.9000,10139.0,0.2
0,0.9000,10140.0,0.2
0,0.9000,10141.0,0.2
0,0.9000,10142.0,0.21
0,0.9000,10143.0,0.21
0,0.9000,10144.0,0.21
0,0.9000,10145.0,0.21
0,0.9000,10146.0,0.21
0,0.9000,10147.0,0.22
0,0.9000,10148.0,0.22
0,0.9000,10149.0,0.22
0,0.9000,10150.0,0.22
0,0.9000,10151.0,0.22
0,0.9000,10152.0,0.22
0,0.9000,10153.0,0.22
0,0.9000,10154.0,0.22
0,0.9000,10155.0,0.22
0,0.9000,10156.0,0.22
0,0.9000,10157.0,0.22
0,0.9000,10158.0,0.22
0,0.9000,10159.0,0.22
0,0.9000,10160.0,0.22
0,0.9000,10161.0,0.22
0,0.9000,10162.0,0.22
0,0.9000,10163.0,0.22
0,0.9000,10164.0,0.22
0,0.9000,10165.0,0.21
0,0.9000,10166.0,0.21
0,0.9000,10167.0,0.21
0,0.9000,10168.0,0.21
0,0.9000,10169.0,0.21
0,0.9000,10170.0,0.21
0,0.9000,10171.0,0.2
0,0.9000,10172.0,0.2
0,0.9000,10173.0,0.2
0,0.9000,10174.0,0.2
0,0.9000,10175.0,0.2
0,0.9000,10176.0,0.2
0,0.9000,10177.0,0.2
0,0.9000,10178.0,0.2
0,0.9000,10179.0,0.19
0,0.9000,10180.0,0.2
0,0.9000,10181.0,0.2
0,0.9000,10182.0,0.2
0,0.9000,10183.0,0.2
0,0.9000,10184.0,0.2
0,0.9000,10185.0,0.2
0,0.9000,10186.0,0.2
0,0.9000,10187.0,0.2
0,0.9000,10188.0,0.2
0,0.9000,10189.0,0.2
0,0.9000,10190.0,0.2
0,0.9000,10191.0,0.2
0,0.9000,10192.0,0.2
0,0.9000,10193.0,0.2
0,0.9000,10194.0,0.2
0,0.9000,10195.0,0.2
0,0.9000,10196.0,0.2
0,0.9000,10197.0,0.2
0,0.9000,10198.0,0.2
0,0.9000,10199.0,0.21
0,0.9000,10200.0,0.21
0,0.9000,10201.0,0.21
0,0.9000,10202.0,0.22
0,0.9000,10203.0,0.22
0,0.9000,10204.0,0.22
0,0.9000,10205.0,0.22
0,0.9000,10206.0,0.23
0,0.9000,10207.0,0.23
0,0.9000,10208.0,0.23
0,0.9000,10209.0,0.22
0,0.9000,10210.0,0.22
0,0.9000,10211.0,0.21
0,0.9000,10212.0,0.21
0,0.9000,10213.0,0.21
0,0.9000,10214.0,0.21
0,0.9000,10215.0,0.21
0,0.9000,10216.0,0.21
0,0.9000,10217.0,0.21
0,0.9000,10218.0,0.21
0,0.9000,10219.0,0.21
0,0.9000,10220.0,0.21
0,0.9000,10221.0,0.21
0,0.9000,10222.0,0.21
0,0.9000,10223.0,0.21
0,0.9000,10224.0,0.22
0,0.9000,10225.0,0.21
0,0.9000,10226.0,0.21
0,0.9000,10227.0,0.21
0,0.9000,10228.0,0.21
0,0.9000,10229.0,0.21
0,0.9000,10230.0,0.2
0,0.9000,10231.0,0.2
0,0.9000,10232.0,0.2
0,0.9000,10233.0,0.2
0,0.9000,10234.0,0.2
0,0.9000,10235.0,0.2
0,0.9000,10236.0,0.2
0,0.9000,10237.0,0.2
0,0.9000,10238.0,0.2
0,0.9000,10239.0,0.2
0,0.9000,10240.0,0.2
0,0.9000,10241.0,0.19
0,0.9000,10242.0,0.19
0,0.9000,10243.0,0.2
0,0.9000,10244.0,0.2
0,0.9000,10245.0,0.2
0,0.9000,10246.0,0.2
0,0.9000,10247.0,0.2
0,0.9000,10248.0,0.2
0,0.9000,10249.0,0.2
0,0.9000,10250.0,0.2
0,0.9000,10251.0,0.2
0,0.9000,10252.0,0.21
0,0.9000,10253.0,0.21
0,0.9000,10254.0,0.21
0,0.9000,10255.0,0.21
0,0.9000,10256.0,0.21
0,0.9000,10257.0,0.21
0,0.9000,10258.0,0.21
0,0.9000,10259.0,0.21
0,0.9000,10260.0,0.21
0,0.9000,10261.0,0.21
0,0.9000,10262.0,0.21
0,0.9000,10263.0,0.21
0,0.9000,10264.0,0.21
0,0.9000,10265.0,0.21
0,0.9000,10266.0,0.21
0,0.9000,10267.0,0.21
0,0.9000,10268.0,0.21
0,0.9000,10269.0,0.21
0,0.9000,10270.0,0.21
0,0.9000,10271.0,0.21
0,0.9000,10272.0,0.21
0,0.9000,10273.0,0.21
0,0.9000,10274.0,0.21
0,0.9000,10275.0,0.21
0,0.9000,10276.0,0.21
0,0.9000,10277.0,0.21
0,0.9000,10278.0,0.21
0,0.9000,10279.0,0.21
0,0.9000,10280.0,0.21
0,0.9000,10281.0,0.21
0,0.9000,10282.0,0.21
0,0.9000,10283.0,0.21
0,0.9000,10284.0,0.21
0,0.9000,10285.0,0.21
0,0.9000,10286.0,0.21
0,0.9000,10287.0,0.21
0,0.9000,10288.0,0.2
0,0.9000,10289.0,0.2
0,0.9000,10290.0,0.2
0,0.9000,10291.0,0.2
0,0.9000,10292.0,0.2
0,0.9000,10293.0,0.2
0,0.9000,10294.0,0.19
0,0.9000,10295.0,0.19
0,0.9000,10296.0,0.19
0,0.9000,10297.0,0.19
0,0.9000,10298.0,0.19
0,0.9000,10299.0,0.19
0,0.9000,10300.0,0.19
0,0.9000,10301.0,0.19
0,0.9000,10302.0,0.19
0,0.9000,10303.0,0.19
0,0.9000,10304.0,0.19
0,0.9000,10305.0,0.19
0,0.9000,10306.0,0.19
0,0.9000,10307.0,0.19
0,0.9000,10308.0,0.18
0,0.9000,10309.0,0.18
0,0.9000,10310.0,0.18
0,0.9000,10311.0,0.18
0,0.9000,10312.0,0.18
0,0.9000,10313.0,0.18
0,0.9000,10314.0,0.18
0,0.9000,10315.0,0.17
0,0.9000,10316.0,0.17
0,0.9000,10317.0,0.17
0,0.9000,10318.0,0.17
0,0.9000,10319.0,0.17
0,0.9000,10320.0,0.17
0,0.9000,10321.0,0.17
0,0.9000,10322.0,0.17
0,0.9000,10323.0,0.17
0,0.9000,10324.0,0.17
0,0.9000,10325.0,0.17
0,0.9000,10326.0,0.17
0,0.9000,10327.0,0.17
0,0.9000,10328.0,0.17
0,0.9000,10329.0,0.17
0,0.9000,10330.0,0.17
0,0.9000,10331.0,0.17
0,0.9000,10332.0,0.17
0,0.9000,10333.0,0.17
0,0.9000,10334.0,0.17
0,0.9000,10335.0,0.17
0,0.9000,10336.0,0.17
0,0.9000,10337.0,0.18
0,0.9000,10338.0,0.18
0,0.9000,10339.0,0.18
0,0.9000,10340.0,0.18
0,0.9000,10341.0,0.18
0,0.9000,10342.0,0.18
0,0.9000,10343.0,0.18
0,0.9000,10344.0,0.18
0,0.9000,10345.0,0.18
0,0.9000,10346.0,0.19
0,0.9000,10347.0,0.19
0,0.9000,10348.0,0.19
0,0.9000,10349.0,0.19
0,0.9000,10350.0,0.19
0,0.9000,10351.0,0.19
0,0.9000,10352.0,0.19
0,0.9000,10353.0,0.19
0,0.9000,10354.0,0.19
0,0.9000,10355.0,0.18
0,0.9000,10356.0,0.18
0,0.9000,10357.0,0.18
0,0.9000,10358.0,0.18
0,0.9000,10359.0,0.18
0,0.9000,10360.0,0.18
0,0.9000,10361.0,0.17
0,0.9000,10362.0,0.17
0,0.9000,10363.0,0.17
0,0.9000,10364.0,0.18
0,0.9000,10365.0,0.18
0,0.9000,10366.0,0.19
0,0.9000,10367.0,0.19
0,0.9000,10368.0,0.19
0,0.9000,10369.0,0.18
0,0.9000,10370.0,0.18
0,0.9000,10371.0,0.17
0,0.9000,10372.0,0.17
0,0.9000,10373.0,0.17
0,0.9000,10374.0,0.17
0,0.9000,10375.0,0.17
0,0.9000,10376.0,0.17
0,0.9000,10377.0,0.18
0,0.9000,10378.0,0.18
0,0.9000,10379.0,0.18
0,0.9000,10380.0,0.18
0,0.9000,10381.0,0.18
0,0.9000,10382.0,0.19
0,0.9000,10383.0,0.19
0,0.9000,10384.0,0.18
0,0.9000,10385.0,0.18
0,0.9000,10386.0,0.18
0,0.9000,10387.0,0.18
0,0.9000,10388.0,0.18
0,0.9000,10389.0,0.18
0,0.9000,10390.0,0.18
0,0.9000,10391.0,0.18
0,0.9000,10392.0,0.17
0,0.9000,10393.0,0.17
0,0.9000,10394.0,0.17
0,0.9000,10395.0,0.17
0,0.9000,10396.0,0.17
0,0.9000,10397.0,0.17
0,0.9000,10398.0,0.17
0,0.9000,10399.0,0.17
0,0.9000,10400.0,0.17
0,0.9000,10401.0,0.17
0,0.9000,10402.0,0.17
0,0.9000,10403.0,0.17
0,0.9000,10404.0,0.17
0,0.9000,10405.0,0.17
0,0.9000,10406.0,0.17
0,0.9000,10407.0,0.17
0,0.9000,10408.0,0.17
0,0.9000,10409.0,0.17
0,0.9000,10410.0,0.17
0,0.9000,10411.0,0.17
0,0.9000,10412.0,0.17
0,0.9000,10413.0,0.17
0,0.9000,10414.0,0.17
0,0.9000,10415.0,0.17
0,0.9000,10416.0,0.17
0,0.9000,10417.0,0.17
0,0.9000,10418.0,0.17
0,0.9000,10419.0,0.17
0,0.9000,10420.0,0.17
0,0.9000,10421.0,0.16
0,0.9000,10422.0,0.17
0,0.9000,10423.0,0.17
0,0.9000,10424.0,0.17
0,0.9000,10425.0,0.17
0,0.9000,10426.0,0.17
0,0.9000,10427.0,0.17
0,0.9000,10428.0,0.17
0,0.9000,10429.0,0.17
0,0.9000,10430.0,0.18
0,0.9000,10431.0,0.18
0,0.9000,10432.0,0.18
0,0.9000,10433.0,0.18
0,0.9000,10434.0,0.17
0,0.9000,10435.0,0.17
0,0.9000,10436.0,0.17
0,0.9000,10437.0,0.17
0,0.9000,10438.0,0.18
0,0.9000,10439.0,0.18
0,0.9000,10440.0,0.18
0,0.9000,10441.0,0.19
0,0.9000,10442.0,0.19
0,0.9000,10443.0,0.19
0,0.9000,10444.0,0.19
0,0.9000,10445.0,0.19
0,0.9000,10446.0,0.19
0,0.9000,10447.0,0.19
0,0.9000,10448.0,0.19
0,0.9000,10449.0,0.19
0,0.9000,10450.0,0.19
0,0.9000,10451.0,0.19
0,0.9000,10452.0,0.19
0,0.9000,10453.0,0.19
0,0.9000,10454.0,0.18
0,0.9000,10455.0,0.18
0,0.9000,10456.0,0.18
0,0.9000,10457.0,0.19
0,0.9000,10458.0,0.19
0,0.9000,10459.0,0.19
0,0.9000,10460.0,0.19
0,0.9000,10461.0,0.19
0,0.9000,10462.0,0.19
0,0.9000,10463.0,0.19
0,0.9000,10464.0,0.2
0,0.9000,10465.0,0.2
0,0.9000,10466.0,0.2
0,0.9000,10467.0,0.2
0,0.9000,10468.0,0.19
0,0.9000,10469.0,0.2
0,0.9000,10470.0,0.19
0,0.9000,10471.0,0.19
0,0.9000,10472.0,0.19
0,0.9000,10473.0,0.19
0,0.9000,10474.0,0.19
0,0.9000,10475.0,0.19
0,0.9000,10476.0,0.19
0,0.9000,10477.0,0.19
0,0.9000,10478.0,0.19
0,0.9000,10479.0,0.19
0,0.9000,10480.0,0.19
0,0.9000,10481.0,0.18
0,0.9000,10482.0,0.18
0,0.9000,10483.0,0.18
0,0.9000,10484.0,0.18
0,0.9000,10485.0,0.18
0,0.9000,10486.0,0.18
0,0.9000,10487.0,0.18
0,0.9000,10488.0,0.18
0,0.9000,10489.0,0.18
0,0.9000,10490.0,0.18
0,0.9000,10491.0,0.18
0,0.9000,10492.0,0.18
0,0.9000,10493.0,0.18
0,0.9000,10494.0,0.19
0,0.9000,10495.0,0.19
0,0.9000,10496.0,0.19
0,0.9000,10497.0,0.2
0,0.9000,10498.0,0.2
0,0.9000,10499.0,0.2
0,0.9000,10500.0,0.2
0,0.9000,10501.0,0.2
0,0.9000,10502.0,0.2
0,0.9000,10503.0,0.2
0,0.9000,10504.0,0.2
0,0.9000,10505.0,0.2
0,0.9000,10506.0,0.2
0,0.9000,10507.0,0.2
0,0.9000,10508.0,0.2
0,0.9000,10509.0,0.2
0,0.9000,10510.0,0.2
0,0.9000,10511.0,0.2
0,0.9000,10512.0,0.2
0,0.9000,10513.0,0.19
0,0.9000,10514.0,0.19
0,0.9000,10515.0,0.19
0,0.9000,10516.0,0.19
0,0.9000,10517.0,0.19
0,0.9000,10518.0,0.19
0,0.9000,10519.0,0.18
0,0.9000,10520.0,0.18
0,0.9000,10521.0,0.18
0,0.9000,10522.0,0.18
0,0.9000,10523.0,0.18
0,0.9000,10524.0,0.18
0,0.9000,10525.0,0.19
0,0.9000,10526.0,0.19
0,0.9000,10527.0,0.18
0,0.9000,10528.0,0.18
0,0.9000,10529.0,0.18
0,0.9000,10530.0,0.19
0,0.9000,10531.0,0.19
0,0.9000,10532.0,0.19
0,0.9000,10533.0,0.19
0,0.9000,10534.0,0.19
0,0.9000,10535.0,0.19
0,0.9000,10536.0,0.18
0,0.9000,10537.0,0.18
0,0.9000,10538.0,0.18
0,0.9000,10539.0,0.18
0,0.9000,10540.0,0.18
0,0.9000,10541.0,0.18
0,0.9000,10542.0,0.18
0,0.9000,10543.0,0.18
0,0.9000,10544.0,0.18
0,0.9000,10545.0,0.18
0,0.9000,10546.0,0.18
0,0.9000,10547.0,0.17
0,0.9000,10548.0,0.17
0,0.9000,10549.0,0.17
0,0.9000,10550.0,0.17
0,0.9000,10551.0,0.17
0,0.9000,10552.0,0.17
0,0.9000,10553.0,0.17
0,0.9000,10554.0,0.17
0,0.9000,10555.0,0.17
0,0.9000,10556.0,0.17
0,0.9000,10557.0,0.17
0,0.9000,10558.0,0.18
0,0.9000,10559.0,0.18
0,0.9000,10560.0,0.18
0,0.9000,10561.0,0.18
0,0.9000,10562.0,0.18
0,0.9000,10563.0,0.17
0,0.9000,10564.0,0.17
0,0.9000,10565.0,0.17
0,0.9000,10566.0,0.18
0,0.9000,10567.0,0.18
0,0.9000,10568.0,0.18
0,0.9000,10569.0,0.18
0,0.9000,10570.0,0.18
0,0.9000,10571.0,0.18
0,0.9000,10572.0,0.18
0,0.9000,10573.0,0.18
0,0.9000,10574.0,0.18
0,0.9000,10575.0,0.18
0,0.9000,10576.0,0.18
0,0.9000,10577.0,0.18
0,0.9000,10578.0,0.18
0,0.9000,10579.0,0.18
0,0.9000,10580.0,0.18
0,0.9000,10581.0,0.18
0,0.9000,10582.0,0.18
0,0.9000,10583.0,0.17
0,0.9000,10584.0,0.17
0,0.9000,10585.0,0.17
0,0.9000,10586.0,0.18
0,0.9000,10587.0,0.18
0,0.9000,10588.0,0.18
0,0.9000,10589.0,0.18
0,0.9000,10590.0,0.18
0,0.9000,10591.0,0.18
0,0.9000,10592.0,0.18
0,0.9000,10593.0,0.18
0,0.9000,10594.0,0.19
0,0.9000,10595.0,0.19
0,0.9000,10596.0,0.19
0,0.9000,10597.0,0.19
0,0.9000,10598.0,0.19
0,0.9000,10599.0,0.19
0,0.9000,10600.0,0.19
0,0.9000,10601.0,0.19
0,0.9000,10602.0,0.19
0,0.9000,10603.0,0.19
0,0.9000,10604.0,0.19
0,0.9000,10605.0,0.19
0,0.9000,10606.0,0.19
0,0.9000,10607.0,0.19
0,0.9000,10608.0,0.19
0,0.9000,10609.0,0.19
0,0.9000,10610.0,0.19
0,0.9000,10611.0,0.19
0,0.9000,10612.0,0.19
0,0.9000,10613.0,0.19
0,0.9000,10614.0,0.19
0,0.9000,10615.0,0.19
0,0.9000,10616.0,0.19
0,0.9000,10617.0,0.19
0,0.9000,10618.0,0.19
0,0.9000,10619.0,0.19
0,0.9000,10620.0,0.19
0,0.9000,10621.0,0.19
0,0.9000,10622.0,0.2
0,0.9000,10623.0,0.2
0,0.9000,10624.0,0.19
0,0.9000,10625.0,0.19
0,0.9000,10626.0,0.19
0,0.9000,10627.0,0.19
0,0.9000,10628.0,0.19
0,0.9000,10629.0,0.19
0,0.9000,10630.0,0.19
0,0.9000,10631.0,0.19
0,0.9000,10632.0,0.19
0,0.9000,10633.0,0.19
0,0.9000,10634.0,0.18
0,0.9000,10635.0,0.18
0,0.9000,10636.0,0.18
0,0.9000,10637.0,0.18
0,0.9000,10638.0,0.18
0,0.9000,10639.0,0.18
0,0.9000,10640.0,0.18
0,0.9000,10641.0,0.18
0,0.9000,10642.0,0.17
0,0.9000,10643.0,0.17
0,0.9000,10644.0,0.16
0,0.9000,10645.0,0.16
0,0.9000,10646.0,0.16
0,0.9000,10647.0,0.16
0,0.9000,10648.0,0.16
0,0.9000,10649.0,0.16
0,0.9000,10650.0,0.16
0,0.9000,10651.0,0.17
0,0.9000,10652.0,0.17
0,0.9000,10653.0,0.17
0,0.9000,10654.0,0.17
0,0.9000,10655.0,0.17
0,0.9000,10656.0,0.17
0,0.9000,10657.0,0.17
0,0.9000,10658.0,0.17
0,0.9000,10659.0,0.17
0,0.9000,10660.0,0.17
0,0.9000,10661.0,0.17
0,0.9000,10662.0,0.17
0,0.9000,10663.0,0.17
0,0.9000,10664.0,0.17
0,0.9000,10665.0,0.17
0,0.9000,10666.0,0.17
0,0.9000,10667.0,0.17
0,0.9000,10668.0,0.17
0,0.9000,10669.0,0.17
0,0.9000,10670.0,0.17
0,0.9000,10671.0,0.17
0,0.9000,10672.0,0.17
0,0.9000,10673.0,0.16
0,0.9000,10674.0,0.16
0,0.9000,10675.0,0.16
0,0.9000,10676.0,0.16
0,0.9000,10677.0,0.16
0,0.9000,10678.0,0.16
0,0.9000,10679.0,0.16
0,0.9000,10680.0,0.16
0,0.9000,10681.0,0.16
0,0.9000,10682.0,0.16
0,0.9000,10683.0,0.16
0,0.9000,10684.0,0.16
0,0.9000,10685.0,0.16
0,0.9000,10686.0,0.16
0,0.9000,10687.0,0.16
0,0.9000,10688.0,0.16
0,0.9000,10689.0,0.16
0,0.9000,10690.0,0.16
0,0.9000,10691.0,0.16
0,0.9000,10692.0,0.16
0,0.9000,10693.0,0.16
0,0.9000,10694.0,0.16
0,0.9000,10695.0,0.17
0,0.9000,10696.0,0.17
0,0.9000,10697.0,0.17
0,0.9000,10698.0,0.17
0,0.9000,10699.0,0.17
0,0.9000,10700.0,0.17
0,0.9000,10701.0,0.17
0,0.9000,10702.0,0.17
0,0.9000,10703.0,0.17
0,0.9000,10704.0,0.17
0,0.9000,10705.0,0.17
0,0.9000,10706.0,0.18
0,0.9000,10707.0,0.17
0,0.9000,10708.0,0.18
0,0.9000,10709.0,0.18
0,0.9000,10710.0,0.19
0,0.9000,10711.0,0.19
0,0.9000,10712.0,0.19
0,0.9000,10713.0,0.19
0,0.9000,10714.0,0.19
0,0.9000,10715.0,0.19
0,0.9000,10716.0,0.19
0,0.9000,10717.0,0.19
0,0.9000,10718.0,0.19
0,0.9000,10719.0,0.19
0,0.9000,10720.0,0.19
0,0.9000,10721.0,0.2
0,0.9000,10722.0,0.2
0,0.9000,10723.0,0.2
0,0.9000,10724.0,0.21
0,0.9000,10725.0,0.22
0,0.9000,10726.0,0.22
0,0.9000,10727.0,0.22
0,0.9000,10728.0,0.22
0,0.9000,10729.0,0.22
0,0.9000,10730.0,0.21
0,0.9000,10731.0,0.21
0,0.9000,10732.0,0.22
0,0.9000,10733.0,0.22
0,0.9000,10734.0,0.22
0,0.9000,10735.0,0.21
0,0.9000,10736.0,0.2
0,0.9000,10737.0,0.2
0,0.9000,10738.0,0.2
0,0.9000,10739.0,0.2
0,0.9000,10740.0,0.2
0,0.9000,10741.0,0.2
0,0.9000,10742.0,0.2
0,0.9000,10743.0,0.19
0,0.9000,10744.0,0.19
0,0.9000,10745.0,0.19
0,0.9000,10746.0,0.19
0,0.9000,10747.0,0.19
0,0.9000,10748.0,0.19
0,0.9000,10749.0,0.19
0,0.9000,10750.0,0.18
0,0.9000,10751.0,0.18
0,0.9000,10752.0,0.18
0,0.9000,10753.0,0.18
0,0.9000,10754.0,0.18
0,0.9000,10755.0,0.18
0,0.9000,10756.0,0.19
0,0.9000,10757.0,0.19
0,0.9000,10758.0,0.19
0,0.9000,10759.0,0.19
0,0.9000,10760.0,0.2
0,0.9000,10761.0,0.2
0,0.9000,10762.0,0.21
0,0.9000,10763.0,0.21
0,0.9000,10764.0,0.2
0,0.9000,10765.0,0.2
0,0.9000,10766.0,0.21
0,0.9000,10767.0,0.21
0,0.9000,10768.0,0.2
0,0.9000,10769.0,0.21
0,0.9000,10770.0,0.21
0,0.9000,10771.0,0.21
0,0.9000,10772.0,0.21
0,0.9000,10773.0,0.21
0,0.9000,10774.0,0.2
0,0.9000,10775.0,0.2
0,0.9000,10776.0,0.2
0,0.9000,10777.0,0.21
0,0.9000,10778.0,0.21
0,0.9000,10779.0,0.21
0,0.9000,10780.0,0.21
0,0.9000,10781.0,0.21
0,0.9000,10782.0,0.21
0,0.9000,10783.0,0.21
0,0.9000,10784.0,0.2
0,0.9000,10785.0,0.2
0,0.9000,10786.0,0.2
0,0.9000,10787.0,0.19
0,0.9000,10788.0,0.19
0,0.9000,10789.0,0.19
0,0.9000,10790.0,0.19
0,0.9000,10791.0,0.19
0,0.9000,10792.0,0.18
0,0.9000,10793.0,0.17
0,0.9000,10794.0,0.17
0,0.9000,10795.0,0.17
0,0.9000,10796.0,0.17
0,0.9000,10797.0,0.17
0,0.9000,10798.0,0.17
0,0.9000,10799.0,0.16
0,0.9000,10800.0,0.15
0,0.9000,10801.0,0.15
0,0.9000,10802.0,0.15
0,0.9000,10803.0,0.15
0,0.9000,10804.0,0.15
0,0.9000,10805.0,0.15
0,0.9000,10806.0,0.15
0,0.9000,10807.0,0.15
0,0.9000,10808.0,0.15
0,0.9000,10809.0,0.15
0,0.9000,10810.0,0.15
0,0.9000,10811.0,0.15
0,0.9000,10812.0,0.15
0,0.9000,10813.0,0.16
0,0.9000,10814.0,0.16
0,0.9000,10815.0,0.16
0,0.9000,10816.0,0.16
0,0.9000,10817.0,0.16
0,0.9000,10818.0,0.16
0,0.9000,10819.0,0.16
0,0.9000,10820.0,0.16
0,0.9000,10821.0,0.16
0,0.9000,10822.0,0.16
0,0.9000,10823.0,0.16
0,0.9000,10824.0,0.16
0,0.9000,10825.0,0.16
0,0.9000,10826.0,0.17
0,0.9000,10827.0,0.17
0,0.9000,10828.0,0.17
0,0.9000,10829.0,0.16
0,0.9000,10830.0,0.16
0,0.9000,10831.0,0.16
0,0.9000,10832.0,0.16
0,0.9000,10833.0,0.16
0,0.9000,10834.0,0.16
0,0.9000,10835.0,0.16
0,0.9000,10836.0,0.17
0,0.9000,10837.0,0.17
0,0.9000,10838.0,0.17
0,0.9000,10839.0,0.17
0,0.9000,10840.0,0.17
0,0.9000,10841.0,0.18
0,0.9000,10842.0,0.18
0,0.9000,10843.0,0.18
0,0.9000,10844.0,0.18
0,0.9000,10845.0,0.18
0,0.9000,10846.0,0.17
0,0.9000,10847.0,0.17
0,0.9000,10848.0,0.17
0,0.9000,10849.0,0.17
0,0.9000,10850.0,0.17
0,0.9000,10851.0,0.17
0,0.9000,10852.0,0.17
0,0.9000,10853.0,0.17
0,0.9000,10854.0,0.17
0,0.9000,10855.0,0.17
0,0.9000,10856.0,0.17
0,0.9000,10857.0,0.17
0,0.9000,10858.0,0.18
0,0.9000,10859.0,0.18
0,0.9000,10860.0,0.18
0,0.9000,10861.0,0.17
0,0.9000,10862.0,0.17
0,0.9000,10863.0,0.16
0,0.9000,10864.0,0.16
0,0.9000,10865.0,0.16
0,0.9000,10866.0,0.16
0,0.9000,10867.0,0.16
0,0.9000,10868.0,0.16
0,0.9000,10869.0,0.16
0,0.9000,10870.0,0.16
0,0.9000,10871.0,0.17
0,0.9000,10872.0,0.17
0,0.9000,10873.0,0.17
0,0.9000,10874.0,0.17
0,0.9000,10875.0,0.17
0,0.9000,10876.0,0.17
0,0.9000,10877.0,0.17
0,0.9000,10878.0,0.17
0,0.9000,10879.0,0.17
0,0.9000,10880.0,0.16
0,0.9000,10881.0,0.16
0,0.9000,10882.0,0.16
0,0.9000,10883.0,0.17
0,0.9000,10884.0,0.17
0,0.9000,10885.0,0.17
0,0.9000,10886.0,0.17
0,0.9000,10887.0,0.17
0,0.9000,10888.0,0.17
0,0.9000,10889.0,0.18
0,0.9000,10890.0,0.18
0,0.9000,10891.0,0.18
0,0.9000,10892.0,0.18
0,0.9000,10893.0,0.18
0,0.9000,10894.0,0.18
0,0.9000,10895.0,0.18
0,0.9000,10896.0,0.18
0,0.9000,10897.0,0.19
0,0.9000,10898.0,0.19
0,0.9000,10899.0,0.19
0,0.9000,10900.0,0.19
0,0.9000,10901.0,0.19
0,0.9000,10902.0,0.19
0,0.9000,10903.0,0.18
0,0.9000,10904.0,0.17
0,0.9000,10905.0,0.17
0,0.9000,10906.0,0.17
0,0.9000,10907.0,0.16
0,0.9000,10908.0,0.16
0,0.9000,10909.0,0.16
0,0.9000,10910.0,0.16
0,0.9000,10911.0,0.16
0,0.9000,10912.0,0.15
0,0.9000,10913.0,0.15
0,0.9000,10914.0,0.15
0,0.9000,10915.0,0.15
0,0.9000,10916.0,0.15
0,0.9000,10917.0,0.15
0,0.9000,10918.0,0.15
0,0.9000,10919.0,0.15
0,0.9000,10920.0,0.15
0,0.9000,10921.0,0.15
0,0.9000,10922.0,0.14
0,0.9000,10923.0,0.14
0,0.9000,10924.0,0.14
0,0.9000,10925.0,0.14
0,0.9000,10926.0,0.14
0,0.9000,10927.0,0.14
0,0.9000,10928.0,0.14
0,0.9000,10929.0,0.14
0,0.9000,10930.0,0.14
0,0.9000,10931.0,0.14
0,0.9000,10932.0,0.14
