,fc,fl
0,0.33,0.36
1,0.33,0.36
2,0.33,0.36
3,0.33,0.36
4,0.33,0.36
5,0.33,0.36
6,0.33,0.36
7,0.33,0.36
8,0.33,0.36
9,0.34,0.35
10,0.34,0.35
11,0.34,0.34
12,0.33,0.34
13,0.33,0.34
14,0.33,0.34
15,0.33,0.34
16,0.32,0.34
17,0.32,0.34
18,0.32,0.34
19,0.32,0.34
20,0.32,0.34
21,0.32,0.34
22,0.32,0.34
23,0.32,0.34
24,0.32,0.34
25,0.32,0.34
26,0.31,0.34
27,0.31,0.34
28,0.31,0.34
29,0.31,0.34
30,0.31,0.33
31,0.31,0.32
32,0.31,0.32
33,0.31,0.32
34,0.32,0.31
35,0.32,0.31
36,0.32,0.32
37,0.32,0.32
38,0.32,0.32
39,0.32,0.32
40,0.32,0.32
41,0.32,0.32
42,0.32,0.32
43,0.32,0.32
44,0.32,0.32
45,0.32,0.32
46,0.32,0.32
47,0.33,0.31
48,0.33,0.31
49,0.34,0.31
50,0.35,0.3
51,0.35,0.3
52,0.35,0.3
53,0.35,0.3
54,0.35,0.3
55,0.35,0.3
56,0.34,0.31
57,0.35,0.3
58,0.35,0.3
59,0.35,0.3
60,0.35,0.29
61,0.35,0.29
62,0.35,0.29
63,0.35,0.29
64,0.35,0.29
65,0.35,0.29
66,0.34,0.29
67,0.34,0.29
68,0.34,0.29
69,0.34,0.29
70,0.34,0.29
71,0.33,0.29
72,0.33,0.29
73,0.33,0.29
74,0.33,0.29
75,0.33,0.29
76,0.32,0.29
77,0.32,0.29
78,0.31,0.29
79,0.31,0.28
80,0.31,0.28
81,0.31,0.28
82,0.31,0.28
83,0.31,0.28
84,0.31,0.28
85,0.31,0.27
86,0.31,0.27
87,0.31,0.27
88,0.31,0.27
89,0.31,0.27
90,0.31,0.26
91,0.31,0.26
92,0.31,0.26
93,0.31,0.26
94,0.31,0.25
95,0.3,0.25
96,0.3,0.25
97,0.29,0.25
98,0.29,0.26
99,0.28,0.26
100,0.27,0.27
101,0.27,0.27
102,0.27,0.27
103,0.27,0.27
104,0.26,0.28
105,0.25,0.28
106,0.25,0.28
107,0.25,0.28
108,0.25,0.28
109,0.25,0.27
110,0.25,0.27
111,0.25,0.27
112,0.26,0.26
113,0.26,0.26
114,0.26,0.25
115,0.26,0.25
116,0.26,0.25
117,0.26,0.25
118,0.26,0.25
119,0.26,0.25
120,0.26,0.25
121,0.26,0.25
122,0.27,0.24
123,0.27,0.24
124,0.26,0.24
125,0.26,0.24
126,0.26,0.24
127,0.26,0.25
128,0.26,0.24
129,0.26,0.24
130,0.26,0.24
131,0.26,0.25
132,0.26,0.25
133,0.26,0.25
134,0.26,0.25
135,0.26,0.25
136,0.25,0.25
137,0.25,0.25
138,0.25,0.25
139,0.24,0.25
140,0.24,0.25
141,0.24,0.25
142,0.24,0.25
143,0.24,0.25
144,0.24,0.25
145,0.23,0.25
146,0.23,0.25
147,0.22,0.25
148,0.22,0.25
149,0.22,0.25
150,0.22,0.25
151,0.22,0.25
152,0.22,0.25
153,0.22,0.25
154,0.22,0.25
155,0.22,0.25
156,0.22,0.25
157,0.22,0.25
158,0.22,0.24
159,0.22,0.24
160,0.22,0.24
161,0.21,0.24
162,0.2,0.24
163,0.2,0.25
164,0.19,0.25
165,0.19,0.25
166,0.19,0.25
167,0.19,0.25
168,0.19,0.25
169,0.19,0.26
170,0.19,0.26
171,0.18,0.26
172,0.18,0.26
173,0.18,0.26
174,0.18,0.26
175,0.17,0.26
176,0.17,0.26
177,0.17,0.25
178,0.17,0.25
179,0.16,0.25
180,0.17,0.24
181,0.17,0.24
182,0.17,0.24
183,0.17,0.24
184,0.17,0.23
185,0.17,0.24
186,0.16,0.25
187,0.16,0.25
188,0.16,0.25
189,0.16,0.25
190,0.16,0.25
191,0.16,0.24
192,0.16,0.24
193,0.16,0.24
194,0.16,0.24
195,0.16,0.24
196,0.16,0.24
197,0.16,0.24
198,0.16,0.24
199,0.16,0.25
200,0.16,0.25
201,0.16,0.25
202,0.16,0.25
203,0.16,0.25
204,0.16,0.25
205,0.16,0.25
206,0.16,0.25
207,0.16,0.25
208,0.16,0.25
209,0.16,0.25
210,0.16,0.25
211,0.16,0.25
212,0.16,0.25
213,0.16,0.24
214,0.16,0.24
215,0.16,0.25
216,0.16,0.25
217,0.16,0.25
218,0.16,0.25
219,0.16,0.25
220,0.16,0.25
221,0.15,0.25
222,0.15,0.25
223,0.15,0.25
224,0.15,0.25
225,0.15,0.25
226,0.15,0.25
227,0.15,0.25
228,0.15,0.26
229,0.15,0.26
230,0.15,0.26
231,0.15,0.26
232,0.15,0.26
233,0.16,0.26
234,0.16,0.25
235,0.16,0.25
236,0.16,0.25
237,0.16,0.25
238,0.16,0.26
239,0.16,0.26
240,0.16,0.25
241,0.16,0.25
242,0.16,0.26
243,0.16,0.26
244,0.16,0.26
245,0.16,0.26
246,0.16,0.26
247,0.16,0.26
248,0.16,0.26
249,0.16,0.25
250,0.16,0.25
251,0.16,0.25
252,0.16,0.25
253,0.16,0.25
254,0.16,0.25
255,0.16,0.25
256,0.15,0.26
257,0.15,0.26
258,0.15,0.26
259,0.15,0.26
260,0.15,0.26
261,0.15,0.26
262,0.14,0.26
263,0.14,0.26
264,0.14,0.26
265,0.14,0.26
266,0.14,0.26
267,0.13,0.27
268,0.13,0.27
269,0.13,0.27
270,0.13,0.27
271,0.13,0.28
272,0.13,0.28
273,0.13,0.28
274,0.13,0.28
275,0.13,0.28
276,0.13,0.28
277,0.13,0.28
278,0.13,0.28
279,0.13,0.28
280,0.12,0.28
281,0.12,0.28
282,0.12,0.28
283,0.12,0.28
284,0.12,0.28
285,0.12,0.28
286,0.12,0.29
287,0.12,0.29
288,0.12,0.29
289,0.12,0.29
290,0.12,0.3
291,0.12,0.3
292,0.12,0.3
293,0.12,0.3
294,0.12,0.3
295,0.12,0.3
296,0.12,0.3
297,0.12,0.31
298,0.12,0.31
299,0.12,0.31
300,0.12,0.31
301,0.11,0.32
302,0.11,0.32
303,0.11,0.32
304,0.11,0.32
305,0.11,0.32
306,0.11,0.32
307,0.11,0.32
308,0.11,0.32
309,0.11,0.32
310,0.11,0.32
311,0.11,0.31
312,0.11,0.31
313,0.11,0.31
314,0.11,0.31
315,0.11,0.31
316,0.11,0.3
317,0.11,0.31
318,0.11,0.31
319,0.11,0.31
320,0.11,0.31
321,0.11,0.32
322,0.11,0.32
323,0.11,0.32
324,0.11,0.32
325,0.11,0.32
326,0.11,0.33
327,0.11,0.33
328,0.11,0.33
329,0.11,0.33
330,0.11,0.33
331,0.11,0.33
332,0.11,0.33
333,0.11,0.33
334,0.11,0.33
335,0.11,0.33
336,0.11,0.33
337,0.11,0.33
338,0.11,0.33
339,0.11,0.33
340,0.11,0.33
341,0.11,0.33
342,0.11,0.33
343,0.11,0.32
344,0.11,0.32
345,0.1,0.32
346,0.1,0.32
347,0.1,0.32
348,0.1,0.31
349,0.1,0.31
350,0.1,0.31
351,0.1,0.31
352,0.1,0.31
353,0.1,0.31
354,0.1,0.31
355,0.1,0.31
356,0.09,0.32
357,0.09,0.32
358,0.09,0.32
359,0.09,0.32
360,0.09,0.31
361,0.09,0.31
362,0.09,0.31
363,0.09,0.32
364,0.09,0.32
365,0.09,0.32
366,0.09,0.32
367,0.09,0.32
368,0.09,0.32
369,0.09,0.32
370,0.09,0.32
371,0.09,0.32
372,0.09,0.32
373,0.09,0.32
374,0.09,0.32
375,0.09,0.32
376,0.09,0.32
377,0.09,0.32
378,0.09,0.32
379,0.09,0.32
380,0.09,0.33
381,0.09,0.33
382,0.09,0.33
383,0.09,0.33
384,0.09,0.33
385,0.09,0.33
386,0.09,0.33
387,0.09,0.33
388,0.09,0.33
389,0.09,0.33
390,0.09,0.33
391,0.09,0.33
392,0.09,0.32
393,0.09,0.32
394,0.09,0.32
395,0.09,0.32
396,0.09,0.31
397,0.09,0.31
398,0.09,0.31
399,0.09,0.31
400,0.08,0.31
401,0.08,0.31
402,0.08,0.31
403,0.08,0.31
404,0.08,0.31
405,0.08,0.31
406,0.08,0.31
407,0.08,0.31
408,0.08,0.31
409,0.08,0.31
410,0.08,0.31
411,0.08,0.31
412,0.08,0.31
413,0.08,0.31
414,0.08,0.31
415,0.08,0.31
416,0.08,0.31
417,0.08,0.31
418,0.08,0.31
419,0.08,0.31
420,0.08,0.31
421,0.08,0.31
422,0.08,0.31
423,0.08,0.31
424,0.08,0.31
425,0.08,0.31
426,0.08,0.31
427,0.08,0.31
428,0.08,0.32
429,0.08,0.32
430,0.08,0.31
431,0.08,0.31
432,0.08,0.31
433,0.08,0.31
434,0.08,0.31
435,0.08,0.31
436,0.08,0.31
437,0.07,0.31
438,0.07,0.31
439,0.07,0.31
440,0.07,0.32
441,0.07,0.32
442,0.07,0.32
443,0.07,0.32
444,0.07,0.32
445,0.07,0.32
446,0.07,0.33
447,0.07,0.33
448,0.07,0.33
449,0.07,0.33
450,0.07,0.32
451,0.07,0.32
452,0.07,0.32
453,0.07,0.32
454,0.07,0.32
455,0.07,0.32
456,0.07,0.32
457,0.07,0.32
458,0.07,0.32
459,0.06,0.33
460,0.06,0.33
461,0.06,0.32
462,0.06,0.32
463,0.06,0.32
464,0.06,0.32
465,0.06,0.32
466,0.06,0.32
467,0.06,0.32
468,0.06,0.31
469,0.06,0.31
470,0.06,0.31
471,0.06,0.31
472,0.06,0.31
473,0.06,0.31
474,0.06,0.32
475,0.06,0.32
476,0.06,0.32
477,0.06,0.32
478,0.06,0.32
479,0.06,0.32
480,0.06,0.32
481,0.06,0.32
482,0.06,0.32
483,0.06,0.32
484,0.06,0.32
485,0.06,0.33
486,0.06,0.33
487,0.06,0.33
488,0.06,0.33
489,0.06,0.33
490,0.06,0.34
491,0.06,0.33
492,0.06,0.33
493,0.06,0.33
494,0.06,0.33
495,0.06,0.33
496,0.06,0.33
497,0.06,0.33
498,0.06,0.33
499,0.06,0.33
500,0.06,0.33
501,0.06,0.33
502,0.06,0.33
503,0.06,0.33
504,0.06,0.33
505,0.06,0.33
506,0.06,0.33
507,0.06,0.33
508,0.06,0.33
509,0.06,0.33
510,0.06,0.33
511,0.06,0.33
512,0.06,0.33
513,0.06,0.33
514,0.06,0.33
515,0.06,0.33
516,0.06,0.33
517,0.05,0.33
518,0.05,0.33
519,0.05,0.32
520,0.05,0.32
521,0.05,0.32
522,0.05,0.32
523,0.05,0.32
524,0.05,0.32
525,0.05,0.32
526,0.05,0.32
527,0.05,0.32
528,0.05,0.32
529,0.05,0.32
530,0.05,0.32
531,0.05,0.32
532,0.05,0.32
533,0.05,0.32
534,0.05,0.32
535,0.05,0.31
536,0.05,0.31
537,0.05,0.31
538,0.05,0.31
539,0.05,0.31
540,0.05,0.31
541,0.05,0.31
542,0.05,0.31
543,0.05,0.31
544,0.05,0.31
545,0.05,0.31
546,0.05,0.31
547,0.05,0.3
548,0.05,0.3
549,0.04,0.3
550,0.04,0.29
551,0.04,0.3
552,0.04,0.3
553,0.04,0.3
554,0.04,0.3
555,0.04,0.3
556,0.04,0.3
557,0.04,0.3
558,0.04,0.31
559,0.04,0.31
560,0.04,0.31
561,0.04,0.31
562,0.04,0.31
563,0.04,0.31
564,0.04,0.31
565,0.04,0.31
566,0.04,0.31
567,0.04,0.31
568,0.04,0.31
569,0.04,0.31
570,0.04,0.31
571,0.03,0.31
572,0.03,0.31
573,0.03,0.31
574,0.03,0.31
575,0.03,0.31
576,0.03,0.31
577,0.03,0.31
578,0.03,0.31
579,0.03,0.31
580,0.03,0.31
581,0.03,0.31
582,0.03,0.3
583,0.03,0.3
584,0.03,0.3
585,0.03,0.29
586,0.03,0.29
587,0.03,0.29
588,0.03,0.29
589,0.03,0.29
590,0.03,0.29
591,0.03,0.29
592,0.03,0.29
593,0.03,0.29
594,0.03,0.29
595,0.03,0.29
596,0.03,0.29
597,0.02,0.29
598,0.02,0.29
599,0.02,0.29
600,0.02,0.29
601,0.02,0.29
602,0.02,0.29
603,0.02,0.29
604,0.02,0.29
605,0.02,0.29
606,0.02,0.29
607,0.02,0.29
608,0.02,0.29
609,0.02,0.29
610,0.02,0.29
611,0.02,0.29
612,0.02,0.29
613,0.02,0.29
614,0.02,0.29
615,0.02,0.29
616,0.01,0.29
617,0.01,0.29
618,0.01,0.29
619,0.01,0.29
620,0.01,0.3
621,0.01,0.3
622,0.01,0.3
623,0.01,0.3
624,0.01,0.29
625,0.01,0.28
626,0.01,0.28
627,0.01,0.28
