,fc,fl
0,0.33,0.29
1,0.33,0.28
2,0.33,0.29
3,0.32,0.3
4,0.32,0.29
5,0.32,0.29
6,0.32,0.29
7,0.32,0.29
8,0.32,0.29
9,0.32,0.29
10,0.32,0.29
11,0.32,0.28
12,0.32,0.28
13,0.32,0.28
14,0.32,0.28
15,0.32,0.28
16,0.32,0.28
17,0.32,0.28
18,0.31,0.29
19,0.3,0.29
20,0.3,0.29
21,0.3,0.28
22,0.3,0.28
23,0.3,0.28
24,0.3,0.28
25,0.3,0.28
26,0.3,0.28
27,0.3,0.28
28,0.3,0.28
29,0.3,0.28
30,0.3,0.28
31,0.3,0.28
32,0.3,0.28
33,0.3,0.28
34,0.3,0.28
35,0.3,0.28
36,0.31,0.28
37,0.3,0.28
38,0.29,0.28
39,0.29,0.28
40,0.29,0.28
41,0.29,0.28
42,0.29,0.28
43,0.29,0.28
44,0.28,0.29
45,0.27,0.3
46,0.27,0.3
47,0.27,0.3
48,0.27,0.3
49,0.28,0.29
50,0.28,0.3
51,0.29,0.29
52,0.29,0.29
53,0.29,0.29
54,0.28,0.29
55,0.28,0.29
56,0.29,0.29
57,0.29,0.29
58,0.29,0.29
59,0.28,0.29
60,0.28,0.29
61,0.28,0.29
62,0.28,0.29
63,0.28,0.3
64,0.28,0.29
65,0.28,0.29
66,0.28,0.29
67,0.28,0.29
68,0.28,0.29
69,0.28,0.29
70,0.28,0.29
71,0.28,0.29
72,0.28,0.29
73,0.28,0.29
74,0.27,0.29
75,0.27,0.29
76,0.27,0.29
77,0.27,0.29
78,0.26,0.29
79,0.26,0.29
80,0.26,0.29
81,0.26,0.29
82,0.26,0.29
83,0.27,0.28
84,0.27,0.28
85,0.27,0.28
86,0.27,0.28
87,0.27,0.28
88,0.27,0.28
89,0.27,0.28
90,0.27,0.28
91,0.27,0.28
92,0.27,0.28
93,0.27,0.28
94,0.27,0.28
95,0.27,0.28
96,0.28,0.27
97,0.28,0.27
98,0.29,0.27
99,0.29,0.27
100,0.28,0.27
101,0.27,0.27
102,0.28,0.26
103,0.28,0.26
104,0.28,0.25
105,0.28,0.25
106,0.28,0.25
107,0.27,0.25
108,0.27,0.25
109,0.27,0.24
110,0.27,0.24
111,0.27,0.24
112,0.27,0.24
113,0.27,0.24
114,0.28,0.23
115,0.28,0.23
116,0.27,0.23
117,0.27,0.23
118,0.28,0.22
119,0.28,0.22
120,0.28,0.22
121,0.28,0.21
122,0.28,0.21
123,0.28,0.21
124,0.28,0.21
125,0.28,0.21
126,0.28,0.2
127,0.28,0.2
128,0.28,0.2
129,0.28,0.2
130,0.28,0.2
131,0.28,0.2
132,0.28,0.2
133,0.29,0.2
134,0.28,0.2
135,0.28,0.2
136,0.27,0.21
137,0.27,0.21
138,0.27,0.21
139,0.27,0.21
140,0.27,0.22
141,0.28,0.21
142,0.28,0.21
143,0.28,0.21
144,0.28,0.21
145,0.28,0.21
146,0.28,0.21
147,0.28,0.21
148,0.28,0.21
149,0.28,0.22
150,0.28,0.22
151,0.28,0.22
152,0.28,0.22
153,0.28,0.22
154,0.28,0.22
155,0.27,0.22
156,0.27,0.22
157,0.27,0.22
158,0.27,0.22
159,0.27,0.22
160,0.27,0.21
161,0.27,0.21
162,0.27,0.21
163,0.27,0.21
164,0.27,0.21
165,0.26,0.21
166,0.26,0.21
167,0.26,0.21
168,0.26,0.21
169,0.25,0.21
170,0.25,0.21
171,0.25,0.21
172,0.25,0.2
173,0.25,0.2
174,0.25,0.2
175,0.24,0.2
176,0.24,0.2
177,0.24,0.2
178,0.23,0.2
179,0.23,0.2
180,0.23,0.2
181,0.23,0.2
182,0.23,0.2
183,0.23,0.2
184,0.23,0.2
185,0.23,0.2
186,0.23,0.2
187,0.23,0.2
188,0.23,0.21
189,0.23,0.21
190,0.23,0.21
191,0.23,0.21
192,0.23,0.21
193,0.23,0.21
194,0.23,0.21
195,0.23,0.21
196,0.23,0.21
197,0.23,0.21
198,0.23,0.2
199,0.23,0.2
200,0.23,0.19
201,0.23,0.19
202,0.23,0.19
203,0.23,0.19
204,0.22,0.19
205,0.22,0.19
206,0.22,0.19
207,0.22,0.19
208,0.22,0.19
209,0.22,0.18
210,0.22,0.18
211,0.22,0.18
212,0.22,0.18
213,0.22,0.18
214,0.22,0.18
215,0.22,0.18
216,0.22,0.17
217,0.22,0.17
218,0.22,0.17
219,0.22,0.17
220,0.22,0.17
221,0.22,0.17
222,0.22,0.17
223,0.22,0.17
224,0.22,0.17
225,0.22,0.17
226,0.21,0.17
227,0.21,0.17
228,0.21,0.17
229,0.21,0.17
230,0.21,0.17
231,0.21,0.17
232,0.21,0.17
233,0.21,0.17
234,0.21,0.17
235,0.21,0.17
236,0.2,0.18
237,0.2,0.18
238,0.2,0.18
239,0.2,0.18
240,0.2,0.18
241,0.2,0.18
242,0.2,0.17
243,0.2,0.17
244,0.2,0.17
245,0.2,0.17
246,0.2,0.17
247,0.2,0.17
248,0.2,0.17
249,0.2,0.17
250,0.2,0.17
251,0.2,0.17
252,0.2,0.17
253,0.19,0.17
254,0.19,0.17
255,0.19,0.17
256,0.19,0.16
257,0.19,0.16
258,0.19,0.17
259,0.19,0.17
260,0.19,0.17
261,0.19,0.18
262,0.19,0.18
263,0.18,0.18
264,0.18,0.18
265,0.18,0.18
266,0.18,0.18
267,0.18,0.18
268,0.18,0.18
269,0.18,0.18
270,0.18,0.18
271,0.18,0.18
272,0.18,0.18
273,0.18,0.18
274,0.18,0.18
275,0.18,0.18
276,0.18,0.18
277,0.18,0.18
278,0.18,0.18
279,0.18,0.18
280,0.18,0.18
281,0.18,0.18
282,0.19,0.17
283,0.19,0.17
284,0.19,0.17
285,0.19,0.17
286,0.19,0.18
287,0.19,0.18
288,0.19,0.18
289,0.19,0.18
290,0.19,0.18
291,0.19,0.18
292,0.19,0.18
293,0.19,0.18
294,0.19,0.18
295,0.19,0.18
296,0.18,0.18
297,0.18,0.18
298,0.18,0.18
299,0.18,0.18
300,0.18,0.18
301,0.18,0.18
302,0.18,0.18
303,0.18,0.18
304,0.18,0.18
305,0.18,0.18
306,0.18,0.18
307,0.18,0.18
308,0.18,0.18
309,0.18,0.18
310,0.18,0.18
311,0.18,0.18
312,0.18,0.18
313,0.18,0.18
314,0.18,0.18
315,0.18,0.18
316,0.18,0.18
317,0.18,0.18
318,0.17,0.18
319,0.17,0.17
320,0.17,0.17
321,0.17,0.17
322,0.17,0.17
323,0.17,0.17
324,0.17,0.17
