,fc,fl
0,0.33,0.28
1,0.33,0.27
2,0.33,0.27
3,0.33,0.27
4,0.33,0.27
5,0.33,0.27
6,0.33,0.26
7,0.33,0.25
8,0.33,0.24
9,0.33,0.24
10,0.33,0.24
11,0.32,0.24
12,0.32,0.24
13,0.31,0.24
14,0.3,0.24
15,0.3,0.24
16,0.3,0.23
17,0.3,0.23
18,0.29,0.23
19,0.28,0.23
20,0.28,0.22
21,0.28,0.22
22,0.28,0.22
23,0.28,0.22
24,0.28,0.22
25,0.28,0.22
26,0.28,0.22
27,0.28,0.22
28,0.28,0.22
29,0.28,0.22
30,0.29,0.22
31,0.29,0.22
32,0.29,0.22
33,0.29,0.22
34,0.29,0.22
35,0.29,0.22
36,0.28,0.22
37,0.28,0.22
38,0.28,0.22
39,0.28,0.22
40,0.28,0.22
41,0.28,0.22
42,0.28,0.21
43,0.28,0.21
44,0.28,0.21
45,0.28,0.2
46,0.28,0.2
47,0.29,0.19
48,0.29,0.18
49,0.28,0.19
50,0.27,0.2
51,0.27,0.2
52,0.27,0.2
53,0.27,0.2
54,0.27,0.2
55,0.26,0.21
56,0.26,0.21
57,0.26,0.21
58,0.26,0.21
59,0.26,0.21
60,0.26,0.21
61,0.26,0.21
62,0.26,0.21
63,0.26,0.21
64,0.26,0.2
65,0.25,0.2
66,0.26,0.19
67,0.25,0.19
68,0.25,0.19
69,0.25,0.19
70,0.24,0.19
71,0.24,0.19
72,0.24,0.19
73,0.23,0.19
74,0.23,0.19
75,0.23,0.19
76,0.23,0.19
77,0.23,0.19
78,0.23,0.19
79,0.22,0.2
80,0.22,0.2
81,0.22,0.2
82,0.22,0.2
83,0.22,0.2
84,0.22,0.2
85,0.21,0.2
86,0.21,0.2
87,0.2,0.2
88,0.2,0.2
89,0.19,0.2
90,0.19,0.2
91,0.19,0.2
92,0.18,0.2
93,0.18,0.2
94,0.18,0.2
95,0.18,0.2
96,0.18,0.2
97,0.18,0.2
98,0.18,0.2
99,0.18,0.2
100,0.18,0.2
101,0.18,0.19
102,0.17,0.19
103,0.17,0.19
104,0.16,0.2
105,0.15,0.2
106,0.15,0.2
107,0.15,0.19
108,0.15,0.19
109,0.15,0.19
110,0.15,0.19
111,0.15,0.19
112,0.15,0.19
113,0.15,0.19
114,0.15,0.19
115,0.15,0.18
116,0.15,0.18
117,0.15,0.18
118,0.15,0.18
119,0.15,0.18
120,0.15,0.18
121,0.15,0.19
122,0.14,0.19
123,0.14,0.19
124,0.14,0.19
125,0.14,0.19
126,0.14,0.19
127,0.13,0.19
128,0.13,0.19
129,0.13,0.19
130,0.13,0.19
131,0.12,0.19
132,0.12,0.19
133,0.12,0.19
134,0.12,0.19
135,0.12,0.2
136,0.11,0.2
137,0.11,0.2
138,0.11,0.2
139,0.11,0.2
140,0.11,0.19
141,0.11,0.19
142,0.1,0.19
143,0.1,0.19
144,0.1,0.19
145,0.1,0.19
146,0.1,0.19
147,0.1,0.19
148,0.09,0.2
149,0.09,0.2
150,0.08,0.2
151,0.08,0.2
152,0.08,0.2
153,0.08,0.2
154,0.08,0.2
155,0.08,0.2
156,0.08,0.2
157,0.08,0.2
158,0.08,0.2
159,0.08,0.2
160,0.08,0.2
161,0.08,0.2
162,0.08,0.2
163,0.08,0.2
164,0.08,0.2
165,0.08,0.2
166,0.08,0.2
167,0.08,0.2
168,0.08,0.2
169,0.08,0.2
170,0.08,0.2
171,0.08,0.2
172,0.08,0.2
173,0.08,0.19
174,0.08,0.19
175,0.08,0.19
176,0.08,0.19
177,0.08,0.19
178,0.08,0.19
179,0.09,0.18
180,0.09,0.18
181,0.09,0.18
182,0.09,0.18
183,0.09,0.18
184,0.09,0.18
185,0.09,0.18
186,0.09,0.18
187,0.09,0.18
188,0.09,0.18
189,0.09,0.18
190,0.09,0.18
191,0.08,0.18
192,0.08,0.18
193,0.08,0.18
194,0.08,0.17
195,0.08,0.18
196,0.08,0.19
197,0.08,0.19
198,0.08,0.19
199,0.08,0.19
200,0.08,0.19
201,0.08,0.19
202,0.08,0.19
203,0.08,0.19
204,0.08,0.19
205,0.08,0.19
206,0.08,0.19
207,0.08,0.19
208,0.08,0.19
209,0.08,0.19
210,0.08,0.19
211,0.08,0.19
212,0.09,0.18
213,0.09,0.17
214,0.09,0.17
215,0.09,0.17
216,0.09,0.17
217,0.09,0.17
218,0.09,0.17
219,0.09,0.17
220,0.09,0.17
221,0.09,0.17
222,0.09,0.17
223,0.09,0.17
224,0.09,0.17
225,0.09,0.17
226,0.08,0.17
227,0.08,0.17
228,0.08,0.17
229,0.08,0.17
230,0.08,0.17
231,0.08,0.17
232,0.08,0.17
233,0.08,0.17
234,0.08,0.17
235,0.08,0.17
236,0.08,0.17
237,0.08,0.17
238,0.08,0.17
239,0.08,0.17
240,0.08,0.17
241,0.08,0.17
242,0.08,0.17
243,0.08,0.17
244,0.08,0.17
245,0.08,0.17
246,0.08,0.17
247,0.08,0.17
248,0.08,0.17
249,0.07,0.18
250,0.07,0.18
251,0.07,0.18
252,0.07,0.18
253,0.07,0.18
254,0.07,0.18
255,0.07,0.19
256,0.07,0.19
257,0.07,0.19
258,0.07,0.19
259,0.07,0.19
260,0.07,0.19
261,0.07,0.19
262,0.07,0.19
263,0.07,0.19
264,0.07,0.19
265,0.07,0.19
266,0.07,0.19
267,0.07,0.18
268,0.07,0.18
269,0.07,0.18
270,0.07,0.18
271,0.07,0.18
272,0.07,0.18
273,0.07,0.18
274,0.07,0.18
275,0.07,0.18
276,0.07,0.18
277,0.07,0.18
278,0.07,0.18
279,0.07,0.18
280,0.07,0.18
281,0.07,0.18
282,0.07,0.18
283,0.07,0.18
284,0.07,0.18
285,0.07,0.17
286,0.07,0.17
287,0.07,0.17
288,0.07,0.17
289,0.07,0.17
290,0.07,0.17
291,0.07,0.17
292,0.07,0.17
293,0.07,0.16
294,0.07,0.16
295,0.07,0.16
296,0.07,0.15
297,0.07,0.15
298,0.07,0.14
299,0.07,0.15
300,0.07,0.15
301,0.07,0.15
302,0.07,0.15
303,0.07,0.15
304,0.07,0.15
305,0.07,0.15
306,0.07,0.15
307,0.07,0.15
308,0.07,0.15
309,0.07,0.15
310,0.07,0.15
311,0.07,0.15
312,0.07,0.14
313,0.07,0.14
314,0.07,0.14
315,0.07,0.14
316,0.07,0.15
317,0.07,0.15
318,0.07,0.15
319,0.07,0.14
320,0.07,0.13
321,0.07,0.13
322,0.06,0.13
323,0.06,0.13
324,0.06,0.13
325,0.06,0.13
326,0.06,0.13
327,0.06,0.13
328,0.06,0.13
329,0.06,0.13
330,0.06,0.13
331,0.06,0.13
332,0.06,0.13
333,0.06,0.13
334,0.06,0.13
335,0.06,0.13
336,0.06,0.13
337,0.06,0.13
338,0.06,0.13
339,0.06,0.12
340,0.06,0.12
341,0.06,0.12
342,0.06,0.12
343,0.06,0.12
344,0.06,0.12
345,0.06,0.12
346,0.06,0.12
347,0.06,0.12
348,0.06,0.12
349,0.06,0.12
350,0.06,0.12
351,0.06,0.11
352,0.06,0.1
353,0.06,0.1
354,0.06,0.1
355,0.06,0.1
356,0.06,0.1
357,0.06,0.1
358,0.06,0.1
359,0.06,0.1
360,0.05,0.1
361,0.05,0.1
362,0.05,0.1
363,0.05,0.1
364,0.05,0.1
365,0.05,0.1
366,0.05,0.09
367,0.05,0.09
368,0.05,0.09
369,0.05,0.09
370,0.05,0.09
371,0.05,0.09
372,0.05,0.09
373,0.05,0.09
374,0.05,0.09
375,0.05,0.09
376,0.05,0.09
377,0.05,0.09
378,0.05,0.09
379,0.05,0.09
380,0.05,0.09
381,0.05,0.09
382,0.05,0.09
383,0.05,0.09
384,0.05,0.09
385,0.05,0.09
386,0.05,0.09
387,0.05,0.1
388,0.05,0.1
389,0.05,0.1
390,0.05,0.1
391,0.05,0.1
392,0.05,0.1
393,0.05,0.1
394,0.05,0.1
395,0.05,0.1
396,0.05,0.1
397,0.05,0.1
398,0.05,0.1
399,0.05,0.1
400,0.05,0.1
401,0.05,0.1
402,0.05,0.1
403,0.05,0.1
404,0.05,0.1
405,0.05,0.1
406,0.05,0.1
407,0.05,0.1
408,0.05,0.1
409,0.05,0.1
410,0.05,0.1
411,0.05,0.1
412,0.05,0.1
413,0.05,0.1
414,0.05,0.1
415,0.05,0.1
416,0.05,0.1
417,0.05,0.1
418,0.05,0.1
419,0.05,0.1
420,0.04,0.1
421,0.04,0.1
422,0.04,0.1
423,0.04,0.1
424,0.04,0.1
425,0.04,0.1
426,0.04,0.1
427,0.04,0.1
428,0.04,0.1
429,0.04,0.1
430,0.04,0.1
431,0.04,0.1
432,0.04,0.1
433,0.04,0.1
434,0.04,0.1
435,0.04,0.1
436,0.04,0.1
437,0.04,0.1
438,0.04,0.1
439,0.04,0.1
440,0.04,0.1
441,0.04,0.1
442,0.04,0.1
443,0.04,0.1
444,0.04,0.1
445,0.03,0.1
446,0.03,0.1
447,0.03,0.1
448,0.03,0.1
449,0.03,0.09
450,0.03,0.09
451,0.03,0.09
452,0.03,0.09
453,0.03,0.09
454,0.03,0.09
455,0.03,0.09
456,0.03,0.09
457,0.03,0.09
458,0.03,0.09
459,0.03,0.09
460,0.03,0.09
461,0.03,0.09
462,0.03,0.09
463,0.03,0.09
464,0.03,0.09
465,0.03,0.09
466,0.03,0.09
467,0.03,0.09
468,0.03,0.09
469,0.03,0.09
470,0.03,0.09
471,0.03,0.09
472,0.03,0.09
473,0.02,0.09
474,0.02,0.09
475,0.02,0.09
476,0.02,0.09
477,0.02,0.09
478,0.02,0.09
479,0.02,0.09
480,0.02,0.09
481,0.02,0.09
482,0.02,0.09
483,0.02,0.09
484,0.02,0.09
485,0.02,0.09
486,0.02,0.09
487,0.02,0.09
488,0.02,0.09
489,0.02,0.09
490,0.02,0.09
491,0.02,0.09
492,0.02,0.09
493,0.02,0.09
494,0.02,0.09
495,0.02,0.09
496,0.02,0.09
497,0.02,0.09
498,0.02,0.09
499,0.02,0.09
500,0.02,0.09
501,0.02,0.09
502,0.02,0.09
503,0.02,0.09
504,0.02,0.09
505,0.02,0.09
506,0.02,0.09
507,0.02,0.08
508,0.02,0.08
509,0.02,0.08
510,0.02,0.08
511,0.02,0.08
512,0.02,0.08
513,0.02,0.08
514,0.02,0.08
515,0.02,0.08
516,0.02,0.08
517,0.02,0.08
518,0.02,0.08
519,0.02,0.07
520,0.02,0.07
521,0.02,0.07
522,0.02,0.07
523,0.02,0.07
524,0.02,0.07
525,0.02,0.07
526,0.02,0.06
527,0.02,0.06
528,0.02,0.06
529,0.02,0.06
530,0.02,0.06
531,0.02,0.06
532,0.02,0.06
533,0.02,0.06
534,0.02,0.06
535,0.01,0.06
536,0.01,0.06
537,0.01,0.06
538,0.01,0.06
539,0.01,0.06
540,0.01,0.06
541,0.01,0.06
542,0.01,0.06
543,0.01,0.06
544,0.01,0.06
545,0.01,0.06
546,0.01,0.06
547,0.01,0.06
548,0.01,0.06
549,0.01,0.06
550,0.01,0.06
551,0.01,0.06
552,0.01,0.06
553,0.01,0.06
554,0.01,0.06
555,0.01,0.06
556,0.01,0.06
557,0.01,0.06
558,0.01,0.06
559,0.01,0.06
560,0.01,0.06
561,0.01,0.06
562,0.01,0.06
563,0.01,0.07
564,0.01,0.07
565,0.01,0.07
566,0.01,0.07
567,0.01,0.07
568,0.01,0.07
569,0.01,0.07
570,0.01,0.07
571,0.01,0.07
572,0.01,0.07
573,0.01,0.07
574,0.01,0.07
575,0.01,0.07
576,0.01,0.07
577,0.01,0.07
578,0.01,0.07
579,0.01,0.07
580,0.01,0.07
581,0.01,0.07
582,0.01,0.07
583,0.01,0.07
584,0.01,0.07
585,0.01,0.07
586,0.01,0.07
587,0.01,0.07
588,0.01,0.07
589,0.01,0.07
590,0.01,0.07
591,0.01,0.07
592,0.01,0.07
593,0.01,0.07
594,0.01,0.07
595,0.01,0.07
596,0.01,0.07
597,0.01,0.07
598,0.01,0.07
599,0.01,0.07
600,0.01,0.07
601,0.01,0.06
602,0.01,0.06
603,0.01,0.06
604,0.01,0.06
605,0.01,0.06
606,0.01,0.06
607,0.01,0.07
608,0.01,0.07
609,0.01,0.06
610,0.01,0.06
611,0.01,0.06
612,0.01,0.06
613,0.01,0.06
614,0.01,0.06
615,0.01,0.06
616,0.01,0.06
617,0.01,0.06
618,0.01,0.06
619,0.01,0.06
620,0.01,0.06
621,0.01,0.06
622,0.01,0.06
623,0.01,0.06
624,0.01,0.06
625,0.01,0.06
626,0.01,0.06
627,0.01,0.06
628,0.01,0.06
629,0.01,0.06
630,0.01,0.06
631,0.01,0.06
632,0.01,0.06
633,0.01,0.05
634,0.01,0.05
635,0.01,0.05
