,fc,fl
0,0.33,0.3
1,0.33,0.29
2,0.34,0.28
3,0.34,0.28
4,0.35,0.27
5,0.35,0.27
6,0.35,0.27
7,0.35,0.27
8,0.35,0.27
9,0.35,0.27
10,0.35,0.27
11,0.35,0.27
12,0.35,0.27
13,0.34,0.28
14,0.34,0.28
15,0.34,0.28
16,0.35,0.27
17,0.35,0.27
18,0.36,0.26
19,0.36,0.26
20,0.36,0.26
21,0.35,0.26
22,0.35,0.27
23,0.35,0.27
24,0.35,0.27
25,0.35,0.27
26,0.36,0.26
27,0.36,0.26
28,0.36,0.26
29,0.36,0.26
30,0.36,0.26
31,0.35,0.26
32,0.35,0.26
33,0.36,0.25
34,0.36,0.25
35,0.36,0.25
36,0.36,0.25
37,0.37,0.24
38,0.37,0.24
39,0.37,0.24
40,0.37,0.24
41,0.37,0.24
42,0.37,0.23
43,0.36,0.23
44,0.36,0.23
45,0.36,0.23
46,0.36,0.23
47,0.36,0.23
48,0.36,0.23
49,0.36,0.23
50,0.36,0.23
51,0.36,0.23
52,0.35,0.23
53,0.35,0.23
54,0.35,0.23
55,0.35,0.23
56,0.35,0.23
57,0.35,0.23
58,0.36,0.22
59,0.36,0.22
60,0.36,0.22
61,0.36,0.22
62,0.36,0.22
63,0.35,0.22
64,0.34,0.23
65,0.33,0.23
66,0.33,0.23
67,0.33,0.23
68,0.33,0.23
69,0.33,0.23
70,0.33,0.23
71,0.33,0.24
72,0.33,0.24
73,0.33,0.24
74,0.33,0.24
75,0.33,0.24
76,0.33,0.24
77,0.33,0.24
78,0.33,0.24
79,0.33,0.24
80,0.33,0.24
81,0.33,0.24
82,0.33,0.24
83,0.33,0.24
84,0.32,0.24
85,0.32,0.24
86,0.32,0.25
87,0.32,0.26
88,0.32,0.26
89,0.32,0.26
90,0.32,0.26
91,0.31,0.26
92,0.31,0.26
93,0.31,0.26
94,0.3,0.27
95,0.3,0.27
96,0.3,0.27
97,0.29,0.27
98,0.29,0.27
99,0.29,0.27
100,0.29,0.27
101,0.29,0.27
102,0.29,0.27
103,0.28,0.28
104,0.28,0.28
105,0.28,0.28
106,0.28,0.28
107,0.28,0.28
108,0.28,0.28
109,0.28,0.28
110,0.28,0.28
111,0.28,0.28
112,0.28,0.28
113,0.28,0.28
114,0.28,0.28
115,0.28,0.28
116,0.27,0.29
117,0.27,0.28
118,0.27,0.27
119,0.27,0.26
120,0.28,0.25
121,0.28,0.25
122,0.28,0.25
123,0.29,0.24
124,0.28,0.24
125,0.28,0.24
126,0.28,0.24
127,0.28,0.24
128,0.28,0.24
129,0.28,0.24
130,0.28,0.24
131,0.28,0.24
132,0.28,0.24
133,0.28,0.24
134,0.28,0.24
135,0.28,0.24
136,0.28,0.24
137,0.28,0.24
138,0.28,0.24
139,0.29,0.23
140,0.29,0.23
141,0.28,0.23
142,0.28,0.23
143,0.28,0.23
144,0.28,0.23
145,0.28,0.24
146,0.28,0.23
147,0.28,0.24
148,0.29,0.24
149,0.29,0.24
150,0.29,0.24
151,0.29,0.24
152,0.29,0.24
153,0.29,0.24
154,0.29,0.23
155,0.3,0.22
156,0.3,0.22
157,0.3,0.22
158,0.29,0.22
159,0.3,0.21
160,0.29,0.22
161,0.29,0.22
162,0.3,0.21
163,0.3,0.21
164,0.3,0.21
165,0.29,0.22
166,0.29,0.22
167,0.29,0.22
168,0.29,0.22
169,0.29,0.23
170,0.29,0.23
171,0.29,0.23
172,0.29,0.22
173,0.29,0.22
174,0.29,0.22
175,0.29,0.21
176,0.29,0.21
177,0.29,0.21
178,0.29,0.21
179,0.3,0.21
180,0.3,0.21
181,0.3,0.21
182,0.29,0.22
183,0.29,0.22
184,0.29,0.22
185,0.29,0.22
186,0.29,0.22
187,0.29,0.23
188,0.29,0.23
189,0.29,0.23
190,0.28,0.23
191,0.28,0.23
192,0.28,0.23
193,0.28,0.23
194,0.27,0.23
195,0.27,0.23
196,0.27,0.24
197,0.27,0.24
198,0.27,0.24
199,0.27,0.25
200,0.27,0.25
201,0.26,0.25
202,0.25,0.25
203,0.25,0.25
204,0.25,0.25
205,0.25,0.25
206,0.25,0.25
207,0.25,0.25
208,0.25,0.25
209,0.25,0.25
210,0.25,0.25
211,0.25,0.25
212,0.25,0.24
213,0.25,0.23
214,0.25,0.23
215,0.25,0.23
216,0.25,0.23
217,0.25,0.24
218,0.25,0.24
219,0.25,0.23
220,0.25,0.23
221,0.24,0.24
222,0.24,0.24
223,0.24,0.24
224,0.24,0.24
225,0.23,0.25
226,0.22,0.25
227,0.22,0.25
228,0.22,0.25
229,0.22,0.25
230,0.22,0.25
231,0.22,0.25
232,0.22,0.25
233,0.21,0.25
234,0.21,0.25
235,0.21,0.25
236,0.2,0.25
237,0.2,0.25
238,0.2,0.25
239,0.2,0.25
240,0.2,0.25
241,0.2,0.25
242,0.2,0.25
243,0.2,0.25
244,0.19,0.25
245,0.19,0.25
246,0.19,0.25
247,0.18,0.25
248,0.18,0.24
249,0.18,0.24
250,0.18,0.24
251,0.18,0.24
252,0.17,0.24
253,0.17,0.24
254,0.17,0.24
255,0.17,0.24
256,0.17,0.24
257,0.17,0.23
258,0.17,0.23
259,0.17,0.23
260,0.17,0.23
261,0.17,0.23
262,0.17,0.23
263,0.17,0.23
264,0.17,0.23
265,0.17,0.23
266,0.18,0.22
267,0.18,0.22
268,0.19,0.21
269,0.19,0.21
270,0.19,0.21
271,0.19,0.21
272,0.19,0.21
273,0.19,0.21
274,0.19,0.21
275,0.19,0.21
276,0.19,0.21
277,0.19,0.21
278,0.19,0.21
279,0.19,0.21
280,0.19,0.21
281,0.19,0.21
282,0.19,0.21
283,0.19,0.21
284,0.19,0.21
285,0.19,0.21
286,0.19,0.21
287,0.19,0.21
288,0.18,0.21
289,0.18,0.21
290,0.18,0.21
291,0.18,0.21
292,0.18,0.21
293,0.18,0.21
294,0.17,0.21
295,0.17,0.21
296,0.17,0.21
297,0.17,0.21
298,0.17,0.21
299,0.17,0.21
300,0.16,0.21
301,0.16,0.21
302,0.16,0.22
303,0.16,0.22
304,0.16,0.22
305,0.15,0.22
306,0.15,0.22
307,0.15,0.22
308,0.15,0.22
309,0.15,0.22
310,0.15,0.22
311,0.15,0.22
312,0.15,0.22
313,0.15,0.22
314,0.15,0.22
315,0.15,0.22
316,0.15,0.22
317,0.15,0.22
318,0.14,0.22
319,0.14,0.22
320,0.14,0.22
321,0.14,0.22
322,0.14,0.22
323,0.14,0.22
324,0.14,0.22
325,0.14,0.22
326,0.14,0.22
327,0.14,0.22
328,0.14,0.22
329,0.14,0.22
330,0.14,0.22
331,0.14,0.22
332,0.14,0.22
333,0.14,0.23
334,0.14,0.23
335,0.14,0.23
336,0.14,0.23
337,0.14,0.23
338,0.14,0.24
339,0.14,0.24
340,0.14,0.24
341,0.14,0.25
342,0.14,0.25
343,0.14,0.25
344,0.14,0.25
345,0.14,0.25
346,0.13,0.25
347,0.13,0.25
348,0.13,0.25
349,0.13,0.25
350,0.13,0.25
351,0.13,0.26
352,0.13,0.27
353,0.13,0.28
354,0.13,0.28
355,0.13,0.28
356,0.13,0.28
357,0.13,0.28
358,0.13,0.28
359,0.13,0.28
360,0.13,0.28
361,0.12,0.28
362,0.12,0.28
363,0.12,0.28
364,0.12,0.28
365,0.11,0.28
366,0.11,0.28
367,0.11,0.27
368,0.11,0.27
369,0.11,0.27
370,0.11,0.27
371,0.11,0.27
372,0.11,0.27
373,0.11,0.27
374,0.11,0.27
375,0.11,0.27
376,0.11,0.28
377,0.11,0.29
378,0.11,0.29
379,0.11,0.29
380,0.11,0.29
381,0.11,0.29
382,0.11,0.29
383,0.11,0.29
384,0.11,0.28
385,0.11,0.28
386,0.11,0.28
387,0.11,0.28
388,0.11,0.28
389,0.11,0.28
390,0.11,0.28
391,0.11,0.28
392,0.11,0.28
393,0.11,0.28
394,0.11,0.28
395,0.11,0.28
396,0.11,0.28
397,0.11,0.28
398,0.11,0.28
399,0.11,0.28
400,0.11,0.28
401,0.11,0.28
402,0.11,0.28
403,0.11,0.28
404,0.11,0.29
405,0.11,0.29
406,0.11,0.29
407,0.11,0.29
408,0.11,0.29
409,0.11,0.3
410,0.11,0.29
411,0.11,0.29
412,0.11,0.29
413,0.11,0.29
414,0.11,0.29
415,0.11,0.29
416,0.11,0.29
417,0.11,0.29
418,0.11,0.29
419,0.11,0.28
420,0.11,0.28
421,0.11,0.28
422,0.11,0.28
423,0.11,0.28
424,0.11,0.28
425,0.11,0.28
426,0.11,0.28
427,0.11,0.28
428,0.11,0.27
429,0.11,0.27
430,0.11,0.27
431,0.11,0.27
432,0.11,0.27
433,0.11,0.27
434,0.11,0.27
435,0.11,0.27
436,0.11,0.27
437,0.11,0.27
438,0.11,0.26
439,0.11,0.27
440,0.11,0.27
441,0.11,0.27
442,0.11,0.27
443,0.11,0.27
444,0.11,0.27
445,0.11,0.27
446,0.11,0.27
447,0.11,0.27
448,0.11,0.28
449,0.12,0.28
450,0.12,0.28
451,0.12,0.28
452,0.12,0.28
453,0.12,0.27
454,0.12,0.27
455,0.12,0.27
456,0.12,0.27
457,0.12,0.27
458,0.11,0.28
459,0.11,0.28
460,0.11,0.28
461,0.11,0.28
462,0.11,0.28
463,0.11,0.28
464,0.11,0.28
465,0.11,0.29
466,0.11,0.29
467,0.11,0.29
468,0.11,0.29
469,0.11,0.29
470,0.11,0.29
471,0.11,0.29
472,0.11,0.29
473,0.11,0.29
474,0.11,0.29
475,0.11,0.29
476,0.11,0.3
477,0.11,0.3
478,0.11,0.3
479,0.11,0.3
480,0.11,0.3
481,0.11,0.3
482,0.11,0.3
483,0.11,0.3
484,0.11,0.3
485,0.11,0.3
486,0.11,0.3
487,0.11,0.3
488,0.11,0.3
489,0.11,0.3
490,0.11,0.3
491,0.11,0.29
492,0.11,0.3
493,0.11,0.3
494,0.11,0.3
495,0.11,0.31
496,0.11,0.31
497,0.11,0.31
498,0.11,0.31
499,0.11,0.31
500,0.11,0.31
501,0.1,0.31
502,0.1,0.31
503,0.1,0.31
504,0.1,0.31
505,0.1,0.31
506,0.1,0.31
507,0.1,0.31
508,0.1,0.31
509,0.1,0.31
510,0.1,0.3
511,0.1,0.3
512,0.1,0.3
513,0.1,0.3
514,0.1,0.3
515,0.1,0.3
516,0.1,0.3
517,0.1,0.3
518,0.1,0.3
519,0.1,0.3
520,0.1,0.3
521,0.1,0.3
522,0.1,0.29
523,0.1,0.29
524,0.11,0.28
525,0.11,0.28
526,0.11,0.28
527,0.11,0.27
528,0.11,0.27
529,0.11,0.27
530,0.11,0.28
531,0.11,0.28
532,0.11,0.27
533,0.11,0.26
534,0.11,0.27
535,0.11,0.27
536,0.11,0.27
537,0.11,0.27
538,0.11,0.27
539,0.11,0.27
540,0.11,0.27
541,0.11,0.26
542,0.11,0.26
543,0.11,0.27
544,0.11,0.27
545,0.12,0.27
546,0.12,0.27
547,0.12,0.26
548,0.12,0.26
549,0.12,0.25
550,0.12,0.25
551,0.12,0.25
552,0.12,0.25
553,0.12,0.24
554,0.12,0.24
555,0.12,0.24
556,0.12,0.24
557,0.12,0.25
558,0.12,0.25
559,0.12,0.25
560,0.12,0.25
561,0.12,0.25
562,0.12,0.25
563,0.12,0.25
564,0.12,0.25
565,0.12,0.25
566,0.12,0.25
567,0.12,0.25
568,0.12,0.25
569,0.12,0.25
570,0.12,0.25
571,0.11,0.25
572,0.11,0.25
573,0.11,0.25
574,0.12,0.24
575,0.12,0.23
576,0.12,0.22
577,0.12,0.22
578,0.12,0.22
579,0.12,0.21
580,0.12,0.21
581,0.12,0.21
582,0.12,0.2
583,0.12,0.2
584,0.12,0.2
585,0.12,0.2
586,0.12,0.2
587,0.12,0.21
588,0.12,0.21
589,0.12,0.21
590,0.12,0.21
591,0.11,0.22
592,0.11,0.22
593,0.11,0.22
594,0.11,0.22
595,0.11,0.21
596,0.11,0.21
597,0.11,0.21
598,0.11,0.21
599,0.11,0.21
600,0.11,0.21
601,0.11,0.21
602,0.11,0.21
603,0.11,0.21
604,0.11,0.21
605,0.11,0.21
606,0.11,0.21
607,0.11,0.21
608,0.11,0.21
609,0.11,0.21
610,0.11,0.21
611,0.12,0.2
612,0.12,0.21
613,0.12,0.21
614,0.12,0.21
615,0.12,0.21
616,0.12,0.21
617,0.12,0.2
618,0.12,0.2
619,0.12,0.2
620,0.12,0.2
621,0.12,0.2
622,0.12,0.2
623,0.12,0.2
624,0.12,0.2
625,0.13,0.19
626,0.13,0.19
627,0.13,0.19
628,0.13,0.19
629,0.14,0.19
630,0.14,0.2
631,0.14,0.2
632,0.14,0.21
633,0.14,0.21
634,0.14,0.22
635,0.14,0.22
636,0.14,0.22
637,0.14,0.22
638,0.14,0.22
639,0.13,0.23
640,0.13,0.23
641,0.13,0.23
642,0.13,0.23
643,0.13,0.23
644,0.13,0.22
645,0.13,0.22
646,0.13,0.22
647,0.13,0.22
648,0.13,0.22
649,0.13,0.23
650,0.13,0.23
651,0.13,0.23
652,0.13,0.23
653,0.13,0.23
654,0.13,0.23
655,0.13,0.24
656,0.13,0.24
657,0.13,0.24
658,0.13,0.24
659,0.13,0.24
660,0.13,0.23
661,0.13,0.23
662,0.13,0.23
663,0.13,0.23
664,0.13,0.23
665,0.13,0.23
666,0.13,0.23
667,0.13,0.23
668,0.13,0.23
669,0.13,0.23
670,0.13,0.23
671,0.13,0.23
672,0.13,0.23
673,0.13,0.23
674,0.13,0.23
675,0.13,0.24
676,0.13,0.24
677,0.13,0.24
678,0.13,0.24
679,0.13,0.24
680,0.13,0.24
681,0.13,0.25
682,0.13,0.25
683,0.13,0.25
684,0.13,0.25
685,0.13,0.25
686,0.13,0.26
687,0.13,0.27
688,0.13,0.27
689,0.13,0.27
690,0.13,0.27
691,0.13,0.27
692,0.13,0.27
693,0.13,0.27
694,0.13,0.27
695,0.13,0.27
696,0.13,0.27
697,0.13,0.27
698,0.13,0.27
699,0.13,0.27
700,0.13,0.28
701,0.13,0.28
702,0.13,0.28
703,0.13,0.28
704,0.13,0.28
705,0.12,0.29
706,0.12,0.29
707,0.12,0.29
708,0.12,0.29
709,0.12,0.29
710,0.12,0.29
711,0.12,0.29
712,0.12,0.29
713,0.12,0.29
714,0.12,0.29
715,0.12,0.29
716,0.12,0.29
717,0.12,0.29
